FID,STATEFP,COUNTYFP,COUNTYNM,TRACTCE,GEOID,ALAND,AWATER,ASQMI,INTPTLAT,INTPTLON,MSSAID,MSSANM,DEFINITION,TOTALPOVPO,Shape__Area,Shape__Length
7148,06,059,Orange,062633,06059062633,6750498,0,2.6063805914,+33.5642200,-117.7393871,115.2c,Aliso Viejo/Laguna Hills/Laguna Niguel,Urban,5978,9747781.421875,23043.7696413153
7149,06,059,Orange,062630,06059062630,4557921,54671,1.78093421453,+33.6520438,-117.7890614,116d,Irvine South/Newport Beach/Newport Coast/San Joaquin Hills,Urban,1636,6673810.76171875,12729.2574538535
7150,06,059,Orange,052513,06059052513,1581306,53715,0.631284848127,+33.6787790,-117.7893209,116o,Irvine Central/Tustin East,Urban,5285,2367194.75,6463.78376962354
7151,06,039,Madera,000603,06039000603,1206633,0,0.465883864885,+36.9793081,-120.0497262,80,Madera,Rural,6278,1894317.33984375,7430.26625736953
7152,06,013,Contra Costa,355107,06013355107,82054530,498136,31.8737594861,+37.9316743,-121.8566311,18e,Brentwood Central and West/Oakley,Urban,5528,132916100.382812,72005.9032911915
7153,06,013,Contra Costa,345115,06013345115,15699092,0,6.06145845759,+37.7423916,-121.9756333,18h,Alamo/Danville/Diablo/San Ramon,Urban,6628,25148344.3828125,22525.0141900114
7154,06,071,San Bernardino,011404,06071011404,147174939,35603,56.8382441105,+34.2725022,-116.7541149,146,Big Bear Lake/Fawnskin/Moorridge/Running Springs/Sugarloaf,Rural,4178,216122380.859375,102791.644266459
7155,06,001,Alameda,404101,06001404101,569281,0,0.219799775711,+37.8300877,-122.2498696,2b,Albany/Berkeley East and North/Claremont/Cragmont/Forest Park/Rockridge/Temescal/Thousand Oaks,Urban,2988,914074.73046875,4812.41196217053
7156,06,001,Alameda,405302,06001405302,205566,0,0.0793702327649,+37.7985075,-122.2543138,2c,Oakland West Central,Urban,2287,329794.671875,2694.43490309934
7157,06,059,Orange,042315,06059042315,5638626,0,2.1770863892,+33.5378494,-117.6797319,115.2c,Aliso Viejo/Laguna Hills/Laguna Niguel,Urban,5879,8137311.875,14687.0869462506
7158,06,059,Orange,075813,06059075813,2964025,24009,1.15368741492,+33.8321962,-117.8268662,116n,Anaheim Hills/City of Orange East/Villa Park,Urban,4826,4341406.89453125,9368.10524703883
7159,06,059,Orange,099311,06059099311,968402,0,0.373901946124,+33.6610404,-118.0028287,116t,Huntington Beach South,Urban,3342,1401497.10546875,4818.16966872354
7160,06,059,Orange,086303,06059086303,6603508,0,2.54962992763,+33.8118256,-117.8907963,116q,Anaheim East/City of Orange North/Placentia Southwest,Urban,9079,9590118.46484375,16005.7907303379
7161,06,059,Orange,021921,06059021921,3965507,0,1.53109004429,+33.8548685,-117.7545025,116n,Anaheim Hills/City of Orange East/Villa Park,Urban,4195,5764756.53515625,12684.0815721772
7162,06,059,Orange,001902,06059001902,857688,0,0.331155872002,+33.8637798,-117.9548148,116f,Fullerton Central and South,Urban,3300,1247103.421875,4522.40117874633
7163,06,059,Orange,063004,06059063004,3870275,1016901,1.88694659565,+33.6335765,-117.8840997,116d,Irvine South/Newport Beach/Newport Coast/San Joaquin Hills,Urban,6246,7068119.0859375,15754.0356001673
7164,06,059,Orange,062626,06059062626,471210,0,0.181935298092,+33.6526182,-117.8396935,116h,City of Orange South/Santa Ana North/Tustin Foothills/Tustin West,Urban,2683,681816.05078125,3844.29165422186
7165,06,059,Orange,042339,06059042339,1108435,0,0.427968593811,+33.4800979,-117.6965196,115.1,Dana Point/San Clemente/San Juan Capistrano,Urban,3454,1597507.484375,7836.39374288241
7166,06,059,Orange,042336,06059042336,2004216,0,0.773831941044,+33.5469795,-117.6966091,115.2c,Aliso Viejo/Laguna Hills/Laguna Niguel,Urban,3755,2892962.453125,9011.5182819674
7167,06,059,Orange,042319,06059042319,3342421,133550,1.34208051826,+33.5382812,-117.7080964,115.2c,Aliso Viejo/Laguna Hills/Laguna Niguel,Urban,3765,5016660.42578125,10946.4205838448
7168,06,059,Orange,074407,06059074407,461789,0,0.178298618135,+33.7378829,-117.8422024,116g,Santa Ana South,Urban,6867,669502.41796875,3468.23198034504
7169,06,059,Orange,032044,06059032044,15526205,60610,6.01810195029,+33.6082129,-117.5913027,115.2b,Coto de Caza/Las Flores/Mission Viejo Northwest/Rancho Santa Margarita/Trabuco Canyon,Urban,5841,22532470.9414062,29345.5557726003
7170,06,059,Orange,042206,06059042206,1331508,0,0.514097586321,+33.4516492,-117.6512749,115.1,Dana Point/San Clemente/San Juan Capistrano,Urban,3680,1917759.46484375,6735.46809313872
7171,06,059,Orange,042112,06059042112,6384652,0,2.46512786479,+33.4567135,-117.6170651,115.1,Dana Point/San Clemente/San Juan Capistrano,Urban,7918,9196832.7578125,14437.7295988845
7172,06,059,Orange,021923,06059021923,10923304,0,4.21751622603,+33.8371914,-117.7321707,116n,Anaheim Hills/City of Orange East/Villa Park,Urban,7482,15872996.6992188,21090.9799937226
7173,06,059,Orange,021920,06059021920,4763528,171075,1.9052600305,+33.8356458,-117.7654493,116n,Anaheim Hills/City of Orange East/Villa Park,Urban,7220,7170641.9609375,13764.8791359415
7174,06,059,Orange,021822,06059021822,11437131,0,4.41589936108,+33.9061473,-117.7927162,116m,Brea East/Placentia Central and North/Yorba Linda,Urban,10092,16646255.7226562,28445.3941975897
7175,06,001,Alameda,405600,06001405600,428774,0,0.165550470711,+37.8008019,-122.2372726,2c,Oakland West Central,Urban,3171,687928.296875,3613.78342846373
7176,06,001,Alameda,406400,06001406400,487979,77534,0.218345872887,+37.7968060,-122.2217201,2c,Oakland West Central,Urban,2283,907186.6484375,3813.88137396795
7177,06,059,Orange,032041,06059032041,169856568,13484,65.5872657801,+33.6518163,-117.5071044,115.2b,Coto de Caza/Las Flores/Mission Viejo Northwest/Rancho Santa Margarita/Trabuco Canyon,Urban,895,245754164.113281,101458.467005844
7178,06,059,Orange,075814,06059075814,1868819,0,0.721554499063,+33.8319456,-117.8058478,116n,Anaheim Hills/City of Orange East/Villa Park,Urban,2825,2715304.375,9966.25315997473
7179,06,059,Orange,099416,06059099416,648903,0,0.250541825447,+33.7188931,-118.0458582,116u,Huntington Beach West/Seal Beach West,Urban,6108,940359.5859375,3889.3977892019
7180,06,059,Orange,001505,06059001505,3122129,11946,1.21007221313,+33.9038169,-117.8940242,116k,Brea West/Fullerton North/La Habra,Urban,7404,4561288.32421875,9961.89323805592
7181,06,059,Orange,011714,06059011714,5832990,421058,2.4147020076,+33.8561655,-117.8519526,116m,Brea East/Placentia Central and North/Yorba Linda,Urban,770,9092117.359375,13101.6532524903
7182,06,059,Orange,042311,06059042311,4660065,0,1.79925922703,+33.4942878,-117.6810635,115.1,Dana Point/San Clemente/San Juan Capistrano,Urban,6536,6718399.22265625,21110.043311243
7183,06,059,Orange,042329,06059042329,2280689,0,0.880579552494,+33.5316199,-117.6978084,115.2c,Aliso Viejo/Laguna Hills/Laguna Niguel,Urban,3947,3290878.671875,9529.08923752413
7184,06,059,Orange,063007,06059063007,4395805,26291,1.70737994734,+33.6333298,-117.8685560,116d,Irvine South/Newport Beach/Newport Coast/San Joaquin Hills,Urban,6483,6395677.98046875,12629.4705020342
7185,06,059,Orange,052422,06059052422,6706359,0,2.58933400559,+33.6695033,-117.6788628,115.2a,Lake Forest East/Mission Viejo Central and South,Urban,10693,9707502.44921875,17155.1348869675
7186,06,059,Orange,032033,06059032033,914503,0,0.353092442743,+33.6452899,-117.6400040,115.2b,Coto de Caza/Las Flores/Mission Viejo Northwest/Rancho Santa Margarita/Trabuco Canyon,Urban,3774,1323016.96484375,5059.52695786258
7187,06,059,Orange,042201,06059042201,4400730,2340792,2.60291753542,+33.4609470,-117.6673152,115.1,Dana Point/San Clemente/San Juan Capistrano,Urban,5014,9711670.01171875,21937.8709927956
7188,06,059,Orange,052522,06059052522,935841,0,0.361329118138,+33.6802874,-117.8217234,116o,Irvine Central/Tustin East,Urban,3932,1354970.6171875,5564.61730210859
7189,06,059,Orange,052410,06059052410,5229302,73214,2.04731432814,+33.6380407,-117.7185089,115.2d,Laguna Beach/Laguna Woods,Urban,5164,7669875.61328125,14146.8834434669
7190,06,059,Orange,021917,06059021917,4721919,7549,1.82605420219,+33.8037516,-117.7802613,116n,Anaheim Hills/City of Orange East/Villa Park,Urban,3020,6867244.66796875,12622.032636709
7191,06,059,Orange,075703,06059075703,2479278,0,0.957254251672,+33.7672498,-117.8074361,116h,City of Orange South/Santa Ana North/Tustin Foothills/Tustin West,Urban,4462,3596882.25,8498.43719520525
7192,06,059,Orange,075512,06059075512,627957,0,0.242455739258,+33.7329217,-117.8214885,116h,City of Orange South/Santa Ana North/Tustin Foothills/Tustin West,Urban,3672,910304.89453125,3768.55192922013
7193,06,059,Orange,052419,06059052419,1776285,0,0.685828092922,+33.7636019,-117.7649501,116v,Foothill Ranch/IrvineNortheast/Lake Forest West/Portola Hills/Tustin East,Urban,3508,2576780.875,11026.134527491
7194,06,059,Orange,052421,06059052421,2503263,0,0.966514473985,+33.7169344,-117.7543676,116v,Foothill Ranch/IrvineNortheast/Lake Forest West/Portola Hills/Tustin East,Urban,7562,3627458.3203125,8729.13377942098
7195,06,059,Orange,032049,06059032049,10046266,383934,4.02712208653,+33.6638248,-117.6150118,115.2b,Coto de Caza/Las Flores/Mission Viejo Northwest/Rancho Santa Margarita/Trabuco Canyon,Urban,10408,15095761.359375,23038.3325966368
7196,06,059,Orange,032053,06059032053,8403555,0,3.24462826414,+33.6159751,-117.6205427,115.2b,Coto de Caza/Las Flores/Mission Viejo Northwest/Rancho Santa Margarita/Trabuco Canyon,Urban,8571,12149242.8671875,20064.8570806417
7197,06,001,Alameda,405700,06001405700,546860,0,0.211143831119,+37.7982307,-122.2296737,2c,Oakland West Central,Urban,3308,877326.2734375,4317.62220542703
7198,06,001,Alameda,405800,06001405800,519053,0,0.200406552358,+37.7939452,-122.2330985,2c,Oakland West Central,Urban,3931,832616.01953125,4538.68934351617
7199,06,085,Santa Clara,511608,06085511608,2455987,117653,0.993687114008,+37.4292567,-122.1772178,183a,Los Altos/Los Altos Hills/Palo Alto Central/Stanford,Urban,239,4088410.73828125,12134.2791260339
7200,06,059,Orange,075702,06059075702,1851729,0,0.714957423468,+33.7587899,-117.8143983,116h,City of Orange South/Santa Ana North/Tustin Foothills/Tustin West,Urban,3411,2685926.34375,7859.90711510482
7201,06,059,Orange,074805,06059074805,472208,0,0.182321138752,+33.7371813,-117.9026546,116b,Santa Ana Central,Urban,4916,684595.64453125,3404.05059102031
7202,06,059,Orange,042317,06059042317,3142484,0,1.21331844985,+33.5110087,-117.7138298,115.2c,Aliso Viejo/Laguna Hills/Laguna Niguel,Urban,3249,4532241.40625,10421.7057245952
7203,06,059,Orange,062647,06059062647,1732495,0,0.668920621243,+33.6044734,-117.7076522,115.2d,Laguna Beach/Laguna Woods,Urban,4568,2504055.47265625,10334.3657111795
7204,06,059,Orange,052411,06059052411,1787956,0,0.690334263648,+33.6235666,-117.7042969,115.2d,Laguna Beach/Laguna Woods,Urban,5230,2585350.05859375,6745.95446589568
7205,06,059,Orange,021913,06059021913,2385619,458743,1.09821228397,+33.7979555,-117.8074249,116n,Anaheim Hills/City of Orange East/Villa Park,Urban,7602,4129472.0234375,11376.9403508673
7206,06,059,Orange,075604,06059075604,6272518,0,2.42183226412,+33.7789826,-117.7854325,116n,Anaheim Hills/City of Orange East/Villa Park,Urban,7364,9102502.7734375,15759.430371508
7207,06,059,Orange,042111,06059042111,5887601,0,2.27321475594,+33.4676404,-117.6267181,115.1,Dana Point/San Clemente/San Juan Capistrano,Urban,5678,8482967.19921875,19252.9531112108
7208,06,059,Orange,021924,06059021924,77509066,1874512,30.6501632252,+33.8110260,-117.6969462,116n,Anaheim Hills/City of Orange East/Villa Park,Urban,4398,115297306.332031,62257.4217453263
7209,06,059,Orange,099603,06059099603,5348809,9734,2.06894494833,+33.7473935,-118.0334998,116u,Huntington Beach West/Seal Beach West,Urban,6205,7770010.19140625,11921.4199864979
7210,06,059,Orange,099406,06059099406,1295709,0,0.50027705748,+33.7263920,-118.0154385,116u,Huntington Beach West/Seal Beach West,Urban,4804,1878016.875,5804.88884659395
7211,06,059,Orange,087403,06059087403,630332,0,0.243372939271,+33.8141322,-117.9103190,116l,Anaheim Central,Urban,2975,915466.2578125,4576.42819206174
7212,06,001,Alameda,444301,06001444301,2576475,0,0.9947814046,+37.5365190,-122.0571016,2i,Fremont South/Mission San Jose/Newark South/Warm Springs,Urban,3855,4104624.578125,8679.14223360266
7213,06,059,Orange,062900,06059062900,460012,615908,0.415410794627,+33.6122378,-117.9159890,116d,Irvine South/Newport Beach/Newport Coast/San Joaquin Hills,Urban,1655,1555328.93359375,6852.11102056058
7214,06,059,Orange,062619,06059062619,2226283,343273,0.992113797804,+33.5433700,-117.7618013,115.2d,Laguna Beach/Laguna Woods,Urban,3799,3708433.359375,12131.4739431799
7215,06,059,Orange,062620,06059062620,3104700,665948,1.45586703542,+33.5306920,-117.7627670,115.2d,Laguna Beach/Laguna Woods,Urban,4738,5440665.78125,11268.6539762654
7216,06,059,Orange,074110,06059074110,816884,0,0.315400643126,+33.7097314,-117.9006540,116g,Santa Ana South,Urban,3796,1183544.23828125,4768.39654493522
7217,06,059,Orange,062610,06059062610,11691641,144578,4.56998950824,+33.6691905,-117.8609131,116p,Costa Mesa,Urban,10235,17132898.7382812,15988.2766491377
7218,06,059,Orange,042203,06059042203,11224964,0,4.33398168011,+33.4867824,-117.6485449,115.1,Dana Point/San Clemente/San Juan Capistrano,Urban,9304,16180223.28125,19419.8524287906
7219,06,019,Fresno,004404,06019004404,2750390,0,1.06193221219,+36.8444833,-119.7923908,35f,Fresno North Central,Urban,3074,4302786.19921875,8929.48735650628
7220,06,059,Orange,110113,06059110113,3814447,0,1.47276503392,+33.8066097,-118.0372135,116e,Cypress/Los Alamitos/Rossmoor,Urban,2058,5538955.75390625,13575.0163358589
7221,06,059,Orange,087902,06059087902,1117649,0,0.431527422647,+33.7920140,-117.9916514,116r,Garden Grove North/Stanton,Urban,5090,1622393.03125,5278.50033906317
7222,06,059,Orange,021912,06059021912,20447435,4460,7.89651609156,+33.8166155,-117.7564056,116n,Anaheim Hills/City of Orange East/Villa Park,Urban,4716,29701838.546875,28592.3951137792
7223,06,059,Orange,099415,06059099415,7460918,2285815,3.76327993834,+33.6927414,-118.0285017,116u,Huntington Beach West/Seal Beach West,Urban,5018,14116718.7539062,17477.3277912153
7224,06,059,Orange,021915,06059021915,3674874,0,1.41887601364,+33.8443711,-117.8118234,116n,Anaheim Hills/City of Orange East/Villa Park,Urban,3927,5340955.08203125,12748.5322470457
7225,06,059,Orange,021820,06059021820,1998711,0,0.77170627531,+33.8764203,-117.8282551,116m,Brea East/Placentia Central and North/Yorba Linda,Urban,4872,2907029.8203125,8567.33073757764
7226,06,059,Orange,001602,06059001602,4248359,0,1.64029906145,+33.8908936,-117.9021324,116f,Fullerton Central and South,Urban,4600,6181110.17578125,12249.6060097359
7227,06,059,Orange,062643,06059062643,18818903,1549909,7.86449326428,+33.5950576,-117.8291306,116d,Irvine South/Newport Beach/Newport Coast/San Joaquin Hills,Urban,6236,29430830.2070312,33227.9283963954
7228,06,059,Orange,042320,06059042320,3042792,0,1.17482866362,+33.5707126,-117.7106408,115.2c,Aliso Viejo/Laguna Hills/Laguna Niguel,Urban,6359,4394476.734375,12293.101938769
7229,06,037,Los Angeles,141303,06037141303,262757,0,0.101451488105,+34.1549446,-118.4552465,78.2jj,Sherman Oaks/Studio City/Valley Village,Urban,3431,384662.04296875,2618.77867512318
7230,06,037,Los Angeles,186202,06037186202,408258,0,0.157629583152,+34.1200290,-118.2241896,78.2dd,Burbank South/Eagle Rock/Glendale Northwest,Urban,1920,597176.9296875,4073.19269117441
7231,06,037,Los Angeles,188202,06037188202,759725,0,0.29333210343,+34.1164011,-118.2797541,78.2ee,Atwater Village/Glendale Central/Glendale Southwest/Griffith Park,Urban,2887,1111189.16015625,4344.90510306886
7232,06,037,Los Angeles,189905,06037189905,258366,0,0.0997555535952,+34.1006030,-118.3515882,78.2f,Hollywood Hills/Hollywood West/Mount Olympus/West Hollywood,Urban,2588,377750.26171875,2572.06097252263
7233,06,001,Alameda,404700,06001404700,1195709,0,0.461665954266,+37.8133308,-122.2069747,2m,Dimond/Montclair/Oakland East/Oakmore/Piedmont/Piedmont Pines/Trestle Glen,Urban,2099,1919052.02734375,6279.48411778947
7234,06,001,Alameda,404800,06001404800,628405,0,0.242629207293,+37.8055076,-122.2131962,2m,Dimond/Montclair/Oakland East/Oakmore/Piedmont/Piedmont Pines/Trestle Glen,Urban,2650,1008348.64453125,4817.20899873127
7235,06,001,Alameda,405200,06001405200,857818,0,0.331205778746,+37.8052759,-122.2433884,2m,Dimond/Montclair/Oakland East/Oakmore/Piedmont/Piedmont Pines/Trestle Glen,Urban,5159,1376457.7265625,5079.05504086176
7236,06,001,Alameda,405500,06001405500,411721,0,0.158966739367,+37.7982821,-122.2432790,2c,Oakland West Central,Urban,3666,660525.546875,3769.70516187008
7237,06,001,Alameda,450750,06001450750,1684119,0,0.650241562909,+37.7054353,-121.8612007,2k,Dublin/Pleasanton/Santa Rita/Sunol,Urban,5933,2695115.328125,7355.51420075058
7238,06,001,Alameda,451403,06001451403,679874,0,0.262500041631,+37.6912319,-121.7842461,1.1,Livermore Central and West/Spring Town,Urban,2367,1087594.47265625,4373.73495097769
7239,06,019,Fresno,004405,06019004405,2369660,54706,0.936054109881,+36.8579529,-119.7742267,35a,Fresno Northwest,Urban,3531,3794154.03125,7754.13491286405
7240,06,037,Los Angeles,602504,06037602504,321450,0,0.124112122576,+33.9055479,-118.3373323,78.2bbbb,Gardena West/Hawthorne,Urban,4899,467848.8359375,2909.22231013869
7241,06,037,Los Angeles,241002,06037241002,707342,0,0.273108158678,+33.9252619,-118.2614024,78.2uuu,Athens/Gardena Northeast/Harbor Gateway North,Urban,3943,1029971.15625,4782.22242660095
7242,06,037,Los Angeles,262604,06037262604,5670210,335774,2.31892405312,+34.0522392,-118.5493086,78.2aa,Bel Air/Beverly Glen/Beverly Hills/Brentwood/Malibu/Pacific Palisades/Santa Monica Northwest/Topanga,Urban,5532,8771089.21484375,20091.327126111
7243,06,037,Los Angeles,262802,06037262802,3327032,76803,1.31422702944,+34.0458645,-118.5024565,78.2aa,Bel Air/Beverly Glen/Beverly Hills/Brentwood/Malibu/Pacific Palisades/Santa Monica Northwest/Topanga,Urban,3231,4969869.6875,14788.045160283
7244,06,037,Los Angeles,267403,06037267403,234224,0,0.0904334473377,+34.0474941,-118.4566299,78.2kkkk,Santa Monica Central/Sawtelle/West Los Angeles,Urban,3929,342024.74609375,2896.34897960853
7245,06,019,Fresno,005301,06019005301,1940426,0,0.749202626574,+36.7977186,-119.7678173,35f,Fresno North Central,Urban,5960,3031978,8052.54806151199
7246,06,019,Fresno,005302,06019005302,1949856,0,0.752841150644,+36.8049491,-119.7677716,35f,Fresno North Central,Urban,5347,3047273.3515625,8063.14275554683
7247,06,019,Fresno,005304,06019005304,1610945,0,0.621988556886,+36.8049393,-119.7429570,35f,Fresno North Central,Urban,5070,2517620.859375,7017.68372702474
7248,06,019,Fresno,005305,06019005305,1471714,102661,0.607870282076,+36.7953213,-119.7449699,35f,Fresno North Central,Urban,3662,2460019.66796875,7009.40645685636
7249,06,001,Alameda,405100,06001405100,1256520,0,0.485145226556,+37.8114250,-122.2322366,2m,Dimond/Montclair/Oakland East/Oakmore/Piedmont/Piedmont Pines/Trestle Glen,Urban,4285,2016547.34375,6595.34494996125
7250,06,001,Alameda,404900,06001404900,1011185,0,0.390419002792,+37.8041422,-122.2215059,2m,Dimond/Montclair/Oakland East/Oakmore/Piedmont/Piedmont Pines/Trestle Glen,Urban,4253,1622492.484375,6526.15321343569
7251,06,037,Los Angeles,980003,06037980003,192097417,977413,74.5467554531,+34.8099855,-117.9667196,77.2,Lake Los Angeles,Rural,0,286985436.210938,101175.57474966
7252,06,037,Los Angeles,980007,06037980007,2401375,303691,1.04443107689,+33.7665067,-118.1007304,78.2kkk,Belmont Shore/Long Beach East/Long Beach Shoreline/Los Altos/Naples,Urban,0,3924118.28515625,8865.65162227402
7253,06,037,Los Angeles,980009,06037980009,20906742,356889,8.20993490033,+34.1276025,-118.2963810,78.2ee,Atwater Village/Glendale Central/Glendale Southwest/Griffith Park,Urban,0,31115833.625,29917.2489750377
7254,06,037,Los Angeles,296901,06037296901,617328,0,0.238351664135,+33.7301628,-118.2945655,78.2p,Long Beach Port/San Pedro East/Wilmington,Urban,4440,894839.0234375,4162.41687361466
7255,06,037,Los Angeles,123902,06037123902,664411,0,0.256530261653,+34.1758783,-118.3922288,78.2bb,North Hollywood Central and North,Urban,2653,973134.64453125,4315.58668963206
7256,06,037,Los Angeles,134522,06037134522,615291,0,0.237565685345,+34.2046743,-118.6017183,78.2hhhh,Canoga Park Northeast/Winnetka,Urban,4574,901803.37109375,3792.2790010725
7257,06,037,Los Angeles,192001,06037192001,530779,0,0.204934617248,+34.0852271,-118.3472967,78.2f,Hollywood Hills/Hollywood West/Mount Olympus/West Hollywood,Urban,2070,775758.72265625,4272.67957947493
7258,06,037,Los Angeles,211122,06037211122,365557,0,0.14114205254,+34.0726793,-118.2892234,78.2e,Country Club Park/Koreatown/Mid-City East,Urban,3024,534121.75390625,3050.48774910559
7259,06,037,Los Angeles,104822,06037104822,604352,0,0.233341742383,+34.2458703,-118.4209447,78.2ll,Arleta/Pacoima West/Panorama City/San Fernando West,Urban,2566,886628.66796875,5084.59911101944
7260,06,059,Orange,063808,06059063808,736594,0,0.284400970582,+33.6552393,-117.9255747,116p,Costa Mesa,Urban,5544,1065878.10546875,4381.03630646487
7261,06,059,Orange,062645,06059062645,5604300,167243,2.22840415956,+33.6150925,-117.8392990,116d,Irvine South/Newport Beach/Newport Coast/San Joaquin Hills,Urban,6266,8344168.71484375,11936.7690653845
7262,06,059,Orange,088702,06059088702,1413870,0,0.545899311642,+33.7703805,-117.9579741,116i,Garden Grove South/Santa Ana West,Urban,6127,2051364.67578125,6138.84917623901
7263,06,097,Sonoma,151602,06097151602,33010100,228016,12.8333086393,+38.4214771,-122.5984455,210.1,Santa Rosa,Urban,3149,54233572.875,39681.6781127131
7264,06,097,Sonoma,150607,06097150607,11093828,0,4.28334819128,+38.2766586,-122.6437521,209.1,Petaluma,Urban,4511,18029893.4804688,21243.0280273445
7265,06,097,Sonoma,150610,06097150610,1349442,0,0.521021869469,+38.2654848,-122.6401778,209.1,Petaluma,Urban,3976,2192467.77734375,8773.68677853921
7266,06,097,Sonoma,153809,06097153809,4088672,0,1.57864391323,+38.5331527,-122.7812918,205.2,Windsor,Urban,4758,6691923.64453125,10769.7874346918
7267,06,097,Sonoma,153104,06097153104,1711349,0,0.660756840604,+38.4288774,-122.7274638,210.1,Santa Rosa,Urban,3636,2792944.0546875,10244.407801183
7268,06,001,Alameda,405401,06001405401,313930,0,0.121210048609,+37.7965384,-122.2494562,2c,Oakland West Central,Urban,3646,503618.51171875,3131.22899358893
7269,06,065,Riverside,043822,06065043822,110288026,0,42.5824454775,+33.9262575,-117.0606017,134,Banning/Beaumont/Cabizon/Calimesa/Cherry Valley,Urban,2788,160594744.777344,84360.4218963196
7270,06,065,Riverside,043823,06065043823,37604363,515429,14.7181207108,+33.9802371,-117.0777946,134,Banning/Beaumont/Cabizon/Calimesa/Cherry Valley,Urban,10681,55577463.8242188,46014.6354614416
7271,06,065,Riverside,044517,06065044517,7915178,0,3.05606482726,+33.9822916,-116.5360206,129.4,Cathedral City Southeast/Palm Desert North/Palm Springs South/Rancho Mirage North,Urban,2414,11540637.2695312,18340.683975651
7272,06,065,Riverside,044520,06065044520,138692122,0,53.5493454356,+33.8530222,-116.3795881,129.4,Cathedral City Southeast/Palm Desert North/Palm Springs South/Rancho Mirage North,Urban,1435,201611850.5625,89080.3847358073
7273,06,065,Riverside,044606,06065044606,41024625,0,15.8397188584,+33.8766166,-116.6275768,129.4,Cathedral City Southeast/Palm Desert North/Palm Springs South/Rancho Mirage North,Urban,2917,59668753.4765625,54631.7823854595
7274,06,037,Los Angeles,650604,06037650604,515410,0,0.19900107948,+33.8403645,-118.3491229,78.2u,Redondo Beach Central and South/Torrance West Central,Urban,6155,749013.34375,3485.69741187342
7275,06,037,Los Angeles,901210,06037901210,22657689,422163,8.91118573414,+34.6789981,-118.3864277,77.5,Elizabeth Lake/Gorman/Green Valley/Lake Hughes/Leona Valley/Neenach,Rural,1564,34206036.9335938,37228.3777310283
7276,06,037,Los Angeles,269602,06037269602,290591,0,0.112198223794,+34.0432688,-118.3844820,78.2x,Hancock Park/Mid-City West/Park La Brea,Urban,2706,424298.28515625,2699.34381153532
7277,06,037,Los Angeles,271901,06037271901,637161,21017,0.254122558592,+34.0131825,-118.4231336,78.2y,Culver City North/Palms,Urban,3257,960351.96484375,3942.82923797722
7278,06,037,Los Angeles,302003,06037302003,237183,0,0.0915760610189,+34.1487828,-118.2439771,78.2ee,Atwater Village/Glendale Central/Glendale Southwest/Griffith Park,Urban,3730,347168.3359375,2441.30656880192
7279,06,037,Los Angeles,115103,06037115103,1518656,0,0.586356000281,+34.2438279,-118.5274502,78.2kk,North Hills/Northridge North,Urban,45,2227868.6015625,8224.9618822816
7280,06,037,Los Angeles,127605,06037127605,644921,3699,0.250433974816,+34.1897270,-118.4847378,78.2cc,Van Nuys Central,Urban,4016,950329.83984375,3899.34310189908
7281,06,037,Los Angeles,400404,06037400404,15832137,330968,6.24060682503,+34.1534341,-117.8289250,78.2gggg,Altadena East/Angeles National Forest East/Azusa North/Duarte North/Glendora/Pasadena East,Rural,4201,23665266.2890625,26071.7062993632
7282,06,113,Yolo,010402,06113010402,19259817,1217604,7.90637678807,+38.5078348,-121.5652348,245,Bryte/Broderick/Clarksburg/Riverview/West Sacramento,Urban,4783,33492860.46875,29255.314148004
7283,06,007,Butte,001703,06007001703,3818069,1351,1.47468560154,+39.8262662,-121.6019972,8,Magalia/Paradise/Stirling City,Rural,2699,6483309.72265625,14474.6108413387
7284,06,037,Los Angeles,117102,06037117102,1032677,6067,0.40106109729,+34.2481946,-118.4598237,78.2kk,North Hills/Northridge North,Urban,2692,1523935.36328125,5065.19839822543
7285,06,037,Los Angeles,119341,06037119341,326366,0,0.126011060047,+34.2371666,-118.4458756,78.2ll,Arleta/Pacoima West/Panorama City/San Fernando West,Urban,2825,478706.23828125,3083.98962521334
7286,06,037,Los Angeles,120106,06037120106,205877,415,0.0796497696411,+34.2226265,-118.4563815,78.2ll,Arleta/Pacoima West/Panorama City/San Fernando West,Urban,4398,302482.984375,2240.20127895119
7287,06,037,Los Angeles,122121,06037122121,411960,0,0.159058356752,+34.2142143,-118.3705556,78.2ppp,Pacoima East/Sun Valley West,Urban,2898,603923.6796875,4426.43763451731
7288,06,037,Los Angeles,124204,06037124204,324351,0,0.125232365517,+34.1739725,-118.3746553,78.2bb,North Hollywood Central and North,Urban,1862,475041.31640625,2921.2444699408
7289,06,007,Butte,001704,06007001704,325475031,3681110,127.087905038,+39.9601080,-121.5013525,8,Magalia/Paradise/Stirling City,Rural,3955,560979542.222656,159753.914964416
7290,06,007,Butte,002601,06007002601,20121275,0,7.76886792854,+39.4900371,-121.4581066,10,Oroville/Palermo/Thermalito,Rural,2426,33828401.1835938,31522.4666063129
7291,06,007,Butte,002602,06007002602,18244927,7521121,9.94832501932,+39.5272273,-121.4667585,10,Oroville/Palermo/Thermalito,Rural,3952,43366409.828125,32655.7565853792
7292,06,007,Butte,003002,06007003002,16689814,294756,6.55777838674,+39.4826967,-121.5599592,10,Oroville/Palermo/Thermalito,Rural,2705,28545269.5234375,31927.3259405859
