FID,STATEFP,COUNTYFP,COUNTYNM,TRACTCE,GEOID,ALAND,AWATER,ASQMI,INTPTLAT,INTPTLON,MSSAID,MSSANM,DEFINITION,TOTALPOVPO,Shape__Area,Shape__Length
1,06,029,Kern,004402,06029004402,1865739,0,0.720365381494,+35.5917343,-119.3337642,58.2,Lost Hills/Wasco,Rural,5204,2827597.953125,7986.81554826062
2,06,047,Merced,000802,06047000802,2321653,0,0.896394697438,+37.3433591,-120.5854604,96,Atwater/Snelling/Winton,Rural,4360,3679780.29296875,8114.34737453647
3,06,085,Santa Clara,501402,06085501402,522620,0,0.201785164076,+37.3453341,-121.8665169,183d,Downtown San Jose,Urban,3161,828389.3828125,4298.7881328608
4,06,005,Amador,000102,06005000102,456204155,7940832,179.2073593,+38.5496993,-120.2509786,6,Pioneer,Rural,1713,759858109.148438,194792.156641362
5,06,029,Kern,004901,06029004901,1459379,0,0.563470235619,+35.7837173,-119.2462266,60,Delano/McFarland,Urban,6078,2222325.3359375,6319.94463308266
6,06,019,Fresno,005405,06019005405,1931345,0,0.74569521534,+36.8266434,-119.7677399,35f,Fresno North Central,Urban,5110,3020045.44921875,8042.03203739474
7,06,073,San Diego,020811,06073020811,47998881,0,18.5325109682,+33.0026703,-116.7739397,158.2,Ballena/Four Corners/San Diego Country Estates,Urban,5613,68433087.2304688,47718.5211100519
8,06,047,Merced,001003,06047001003,1940304,0,0.749155856648,+37.3206471,-120.4954540,97.1,Merced Central and North/Merced Southeast,Urban,4567,3073508.7578125,8233.17537131113
9,06,019,Fresno,004303,06019004303,3799395,33517,1.47989473925,+36.8193465,-119.8284236,35a,Fresno Northwest,Urban,4727,5991814.90625,9848.75555171163
10,06,005,Amador,000303,06005000303,136249615,765095,52.9017189013,+38.3544256,-120.9292323,4,Ione/Jackson/Pine Grove/Sutter Creek,Rural,8555,223155699.53125,83766.5011033459
11,06,005,Amador,000101,06005000101,63019987,0,24.3321494718,+38.4649426,-120.5707494,6,Pioneer,Rural,3519,102951262.554688,52697.9885600217
12,06,005,Amador,000304,06005000304,141704648,15460893,60.6819511838,+38.2787591,-120.9241264,4,Ione/Jackson/Pine Grove/Sutter Creek,Rural,4521,255479759.855469,85269.4491526226
13,06,047,Merced,001401,06047001401,1766896,0,0.682200657474,+37.2986938,-120.4642099,97.1,Merced Central and North/Merced Southeast,Urban,3702,2797197.61328125,9161.75087387719
14,06,047,Merced,001402,06047001402,4931862,0,1.90420626254,+37.3030351,-120.4432482,97.1,Merced Central and North/Merced Southeast,Urban,4439,7808622.59765625,13754.9270521554
15,06,047,Merced,001501,06047001501,6543182,0,2.52633786608,+37.2921188,-120.5149483,97.2,El Nido/Merced Southwest,Rural,2260,10356834.4804688,14796.4556463273
16,06,047,Merced,001601,06047001601,2115088,0,0.816641451327,+37.2916308,-120.4768027,97.2,El Nido/Merced Southwest,Rural,4733,3347814.74609375,9341.92599626629
17,06,019,Fresno,005504,06019005504,2520551,0,0.973189593515,+36.8885345,-119.7386292,35a,Fresno Northwest,Urban,2870,3947725.12890625,7953.03270811371
18,06,037,Los Angeles,262601,06037262601,3620351,0,1.39782525317,+34.0738344,-118.5557893,78.2aa,Bel Air/Beverly Glen/Beverly Hills/Brentwood/Malibu/Pacific Palisades/Santa Monica Northwest/Topanga,Urban,3478,5289912.5234375,13057.9516148948
19,06,073,San Diego,010015,06073010015,40475325,0,15.6276121967,+32.5601548,-116.9530008,161j,Castle Park/Chula Vista Southwest/Imperial Beach West/Nestor East/Palm City/San Ysidro/South San Diego,Urban,3913,57140634.8789062,51064.3882501203
20,06,073,San Diego,020810,06073020810,39012365,0,15.0627557891,+33.0348018,-116.7876255,158.2,Ballena/Four Corners/San Diego Country Estates,Urban,4829,55660850.3945312,52960.9709140145
21,06,073,San Diego,021900,06073021900,5953517,3548500,3.6687580118,+32.6650174,-117.1159847,161k,Chula Vista Central and Northwest/National City West,Urban,2351,13444988.5039062,17436.018390931
22,06,073,San Diego,020026,06073020026,3803528,21736,1.47694378183,+33.1292602,-117.1882353,156c,Cardiff by the Sea/Eden Gardens/Harmony Grove/La Costa/Ocean Hills/Lomas Santa Fe/Olivehain/Rancho Santa Fe/San Marcos South/Solana Beach/Vista South,Urban,3996,5469220.60546875,16379.9389650444
23,06,073,San Diego,020028,06073020028,456993,0,0.176446148154,+33.1418052,-117.1700975,156e,Escondido Central and South/San Marcos Central and East,Urban,4125,653588.796875,3526.78547803033
24,06,073,San Diego,013421,06073013421,2476407,0,0.956145063036,+32.6453675,-117.0210109,161t,Bonita/Chula Vista East/Eastlake/La Presa/Lynwood Hills/Rancho del Rey/Sunnyside/Sunny Vista,Urban,4081,3502633.4609375,12157.7755535369
25,06,029,Kern,005402,06029005402,5239363,315,2.02305181113,+35.6298168,-117.6877306,64,Inyokern/Ridgecrest,Rural,5194,7948437.8046875,11933.6732496274
26,06,071,San Bernardino,008402,06071008402,2582736,0,0.997200166195,+34.0628647,-117.1476430,151j,Mentone/Redlands South/Yucaipa,Urban,5859,3772823.83984375,7788.18545136642
27,06,033,Lake,000502,06033000502,6166827,19589864,9.94505086405,+39.1208860,-122.8631148,70.2,Lucerne/Nice/Upper Lake,Rural,2302,42832262.0078125,34946.4718144838
28,06,071,San Bernardino,003506,06071003506,1633149,0,0.630562011779,+34.1293952,-117.3778763,151h,Fontana Central/Rialto Central,Urban,5193,2389397.8515625,6846.07604490732
29,06,073,San Diego,000400,06073000400,1177454,0,0.454617177791,+32.7533382,-117.1630702,161b,Bay Park/Five Points/Hillcrest Northwest/Mission Hills/Mission Valley/Morena/Normal Heights/Old Town/Serra Mesa,Urban,3685,1669388.99609375,5585.18091190436
30,06,053,Monterey,000101,06053000101,9908517,22318,3.83431053008,+36.7398419,-121.6216521,109.2,Salinas/Spreckels,Urban,2346,15491968.0664062,17525.3955011626
31,06,053,Monterey,000103,06053000103,1025701,0,0.39602482707,+36.7132771,-121.6495278,109.2,Salinas/Spreckels,Urban,4386,1599194.5234375,5115.76280250082
32,06,083,Santa Barbara,000302,06083000302,1021124,0,0.394258405981,+34.4309086,-119.7222979,181b,Goleta North/Mission Canyon/Montecito/Riviera/Santa Barbara North,Urban,3986,1504626.8671875,5100.24845920632
33,06,111,Ventura,004200,06111004200,1345981,0,0.519687294525,+34.1622363,-119.1909594,241a,Oxnard East/Oxnard West/Oxnard South Central/Port Hueneme,Urban,5406,1970776.2890625,6340.13047688081
34,06,111,Ventura,003615,06111003615,1289393,439519,0.667540647655,+34.1872093,-119.2414095,241a,Oxnard East/Oxnard West/Oxnard South Central/Port Hueneme,Urban,1954,2532951.37890625,8844.11930703554
35,06,013,Contra Costa,392000,06013392000,1028096,23043,0.405846713819,+37.9094178,-122.2748795,18g,El Cerrito/El Sobrante/Kensington/Richmond North/Richmond Southeast/Wildcat Canyon,Urban,2513,1691388.48828125,7515.57110535277
36,06,013,Contra Costa,351200,06013351200,9054683,0,3.49603406069,+37.8682136,-122.1047907,18i,Lafayette/Martinez South/Moraga/Orinda/Pleasant Hill/Rheem Valley/Rossmoor Leisure World/Walnut Creek Southwest,Urban,5767,14553767.5273438,16978.0225599313
37,06,053,Monterey,014102,06053014102,11745920,84747,4.56778739382,+36.6634389,-121.8002812,108,Carmel Valley/Castroville/Marina/Moss Landing/Ord,Rural,3698,18426483.3320312,30287.8385466238
38,06,053,Monterey,014301,06053014301,10408964,1630751,4.64854753392,+36.7171425,-121.8036184,108,Carmel Valley/Castroville/Marina/Moss Landing/Ord,Rural,3643,18771989.0664062,23543.4415772326
39,06,035,Lassen,040303,06035040303,112154352,357684,43.441161458,+40.4542911,-120.5896112,72,Susanville,Rural,1954,194527450.660156,71418.934094073
40,06,029,Kern,000905,06029000905,1286999,0,0.496912267343,+35.3794847,-118.9585218,66a,Bakersfield Northeast/Oildale,Urban,3126,1940309.54296875,5856.13710541475
41,06,085,Santa Clara,508102,06085508102,2723444,0,1.05152709685,+37.3303622,-122.0048859,183f,Cupertino/Rancho Rinconada/San Jose West/Saratoga,Urban,3147,4315132.0546875,8345.43031705891
42,06,111,Ventura,003301,06111003301,787064,0,0.303885137331,+34.2137872,-119.1911259,241b,Oxnard North Central,Urban,2828,1153800.35546875,4694.72459874855
43,06,073,San Diego,021206,06073021206,42260777,588481,16.544183547,+32.8633022,-116.7519653,155,Alpine/Blossom Valley/Crest/Descanso/Glen Oaks/Harbison Canyon/Japatul/Palo Verde,Rural,3449,60896411.375,41779.0762194868
44,06,073,San Diego,017051,06073017051,2484502,0,0.959271443619,+33.0037084,-117.0665065,161q,Poway Central/Poway Grove/Rancho Bernardo Southwest/Sabre Springs,Urban,5649,3542284.28515625,11439.4904121105
45,06,073,San Diego,017109,06073017109,4415562,0,1.70485863792,+33.0779360,-117.2333360,156c,Cardiff by the Sea/Eden Gardens/Harmony Grove/La Costa/Ocean Hills/Lomas Santa Fe/Olivehain/Rancho Santa Fe/San Marcos South/Solana Beach/Vista South,Urban,6646,6305425.33203125,16036.3635436998
46,06,019,Fresno,005507,06019005507,2583289,0,0.997413806555,+36.8592568,-119.7567596,35a,Fresno Northwest,Urban,5526,4042916.37109375,8094.86917124212
47,06,047,Merced,001004,06047001004,2055829,0,0.793759861714,+37.3183669,-120.4779430,97.1,Merced Central and North/Merced Southeast,Urban,3596,3256306.46484375,7826.7542614775
48,06,047,Merced,001005,06047001005,2831600,0,1.09328648672,+37.3162986,-120.5116506,97.1,Merced Central and North/Merced Southeast,Urban,2378,4484835.65234375,9931.16534841097
49,06,047,Merced,001101,06047001101,2436388,0,0.940694742841,+37.3252966,-120.4601195,97.1,Merced Central and North/Merced Southeast,Urban,5646,3859795.3359375,7860.68963624524
50,06,071,San Bernardino,008404,06071008404,1295176,0,0.500070562832,+34.0591972,-117.1651325,151j,Mentone/Redlands South/Yucaipa,Urban,3457,1891813.0703125,5825.73979813932
51,06,071,San Bernardino,008800,06071008800,3167796,0,1.2230941032,+34.0339520,-117.0368248,151j,Mentone/Redlands South/Yucaipa,Urban,6322,4624348.95703125,8674.78522737011
52,06,047,Merced,001200,06047001200,4246279,0,1.6394965469,+37.3136674,-120.4472741,97.1,Merced Central and North/Merced Southeast,Urban,5604,6725007.94140625,12694.3193646245
53,06,047,Merced,001301,06047001301,2572637,0,0.993300659394,+37.3071954,-120.4917746,97.1,Merced Central and North/Merced Southeast,Urban,2722,4073697.94140625,9502.74471504285
54,06,047,Merced,001302,06047001302,1624831,0,0.627351205422,+37.3040362,-120.4781907,97.1,Merced Central and North/Merced Southeast,Urban,2955,2572661.93359375,6817.25967998552
55,06,047,Merced,001700,06047001700,3923326,0,1.51480347498,+37.2875185,-120.4452153,97.1,Merced Central and North/Merced Southeast,Urban,6889,6209250.03125,11534.23134016
56,06,047,Merced,001801,06047001801,18028647,18842,6.96815720011,+37.3433213,-120.4370181,97.1,Merced Central and North/Merced Southeast,Urban,3287,28606999.2304688,26891.9171743482
57,06,047,Merced,002201,06047002201,5336457,0,2.06041660098,+37.0634742,-120.8585279,94,Dos Palos/Gustine/Los Banos,Rural,6385,8396226.6015625,14029.7293286654
58,06,073,San Diego,019809,06073019809,2914452,0,1.12527656596,+33.1754290,-117.2666505,156c,Cardiff by the Sea/Eden Gardens/Harmony Grove/La Costa/Ocean Hills/Lomas Santa Fe/Olivehain/Rancho Santa Fe/San Marcos South/Solana Beach/Vista South,Urban,4002,4171397.2734375,11684.5330935237
59,06,073,San Diego,020029,06073020029,5459075,0,2.10776134882,+33.1392223,-117.1894649,156e,Escondido Central and South/San Marcos Central and East,Urban,5789,7807078.16015625,14766.0316298545
60,06,073,San Diego,020309,06073020309,2835189,0,1.09467276674,+33.1355577,-117.1089820,156e,Escondido Central and South/San Marcos Central and East,Urban,4399,4054296.16796875,8701.37791002097
61,06,073,San Diego,021205,06073021205,9931513,1475,3.83514242357,+32.8257265,-116.7811392,155,Alpine/Blossom Valley/Crest/Descanso/Glen Oaks/Harbison Canyon/Japatul/Palo Verde,Rural,6786,14107229.9570312,22520.5345727202
62,06,071,San Bernardino,000404,06071000404,2800022,0,1.08109467894,+34.0410698,-117.6905816,151l,Chino Northeast/Fontana Southwest/Ontario South,Urban,4194,4088148.48046875,8658.5202575739
63,06,037,Los Angeles,300100,06037300100,4591342,18657,1.77993031181,+34.2442558,-118.2325716,78.2rr,Glendale Northeast/La Canada-Flintridge/La Crescenta/Montrose/Sunland/Tujunga/Verdugo City,Urban,6279,6762583.03125,11523.5420313503
64,06,073,San Diego,000500,06073000500,1108651,0,0.428052866341,+32.7605138,-117.1519499,161b,Bay Park/Five Points/Hillcrest Northwest/Mission Hills/Mission Valley/Morena/Normal Heights/Old Town/Serra Mesa,Urban,3104,1572093.80859375,6140.54953608022
65,06,073,San Diego,000600,06073000600,932839,0,0.360171973408,+32.7529575,-117.1518411,161b,Bay Park/Five Points/Hillcrest Northwest/Mission Hills/Mission Valley/Morena/Normal Heights/Old Town/Serra Mesa,Urban,3288,1322567.7734375,5924.23410472869
66,06,037,Los Angeles,300501,06037300501,1260255,0,0.486587253671,+34.2206887,-118.2400494,78.2rr,Glendale Northeast/La Canada-Flintridge/La Crescenta/Montrose/Sunland/Tujunga/Verdugo City,Urban,3032,1847789.15625,7553.87583472058
67,06,111,Ventura,002700,06111002700,1764528,0,0.681287488893,+34.2706551,-119.2416995,241c,Ventura,Urban,4300,2590198.39453125,8743.98947451358
68,06,111,Ventura,002800,06111002800,16122392,614287,6.46206888342,+34.2500715,-119.2467812,241c,Ventura,Urban,6665,24556263.1484375,23977.3612553612
69,06,111,Ventura,003608,06111003608,978994,0,0.377992379422,+34.1938291,-119.2013310,241a,Oxnard East/Oxnard West/Oxnard South Central/Port Hueneme,Urban,3808,1434499.78515625,4925.08894896086
70,06,111,Ventura,003700,06111003700,1040643,0,0.401794734353,+34.1819643,-119.1913008,241b,Oxnard North Central,Urban,6307,1524405.87890625,5601.28728141854
71,06,083,Santa Barbara,003102,06083003102,512387155,3070188,199.019171382,+34.5571887,-120.3728585,179,Lompoc/Mission Hills/Vandenberg,Rural,3303,761692617.941406,166569.084888584
72,06,083,Santa Barbara,001704,06083001704,6234259,212382,2.48906175353,+34.3885354,-119.4904925,177,Carpinteria/New Cuyama/Summerland/Toro Canyon,Rural,3249,9489767.23046875,16605.0225952846
73,06,083,Santa Barbara,980100,06083980100,506588576,272483560,300.801568999,+33.9511837,-120.0489534,178.1,Buellton/Los Olivos/Santa Ynez/Solvang,Rural,11,1136417335.48047,299532.506940491
74,06,083,Santa Barbara,990000,06083990000,0,2405533154,928.782824318,+33.9075710,-119.9592834, , , ,0,3525121554.53906,1130037.76361636
75,06,073,San Diego,003103,06073003103,2039646,0,0.787512297554,+32.7070141,-117.0441008,161l,Lemon Grove South/Paradise Hills,Urban,6239,2888829.8671875,7734.83875878964
76,06,073,San Diego,003105,06073003105,1210504,0,0.467378377044,+32.7106980,-117.0295699,161l,Lemon Grove South/Paradise Hills,Urban,5450,1714623.55859375,5682.16269383602
77,06,053,Monterey,010202,06053010202,40331725,280374,15.680409367,+36.8474336,-121.6842241,109.1,Aromas/Las Lomas/Pajaro/Prunedale,Rural,4535,63536130.765625,44266.868322845
78,06,053,Monterey,013000,06053013000,3185989,467762,1.41072081512,+36.5938492,-121.8844269,110,Carmel/Del Rey Oaks/Monterey/Pacific Grove/Sand City/Seaside,Urban,3698,5679170.96875,13695.7272862115
79,06,037,Los Angeles,310701,06037310701,515339,0,0.198972844952,+34.1853923,-118.3128440,78.2ttt,Burbank North/North Hollywood South,Urban,2121,754961.91796875,4394.7500732874
80,06,053,Monterey,010603,06053010603,2001830,0,0.772909630979,+36.7063035,-121.6134029,109.2,Salinas/Spreckels,Urban,8377,3120539.375,6861.93246052751
81,06,053,Monterey,013300,06053013300,5611057,403212,2.32212047089,+36.5941325,-121.8548464,110,Carmel/Del Rey Oaks/Monterey/Pacific Grove/Sand City/Seaside,Urban,5762,9348318.7421875,14934.7692936085
82,06,053,Monterey,013500,06053013500,1436816,0,0.554756817196,+36.6033620,-121.8317468,110,Carmel/Del Rey Oaks/Monterey/Pacific Grove/Sand City/Seaside,Urban,4861,2233840.27734375,6078.06579993389
83,06,053,Monterey,013700,06053013700,711788,0,0.274823527101,+36.6107804,-121.8411902,110,Carmel/Del Rey Oaks/Monterey/Pacific Grove/Sand City/Seaside,Urban,4112,1106843.625,4551.38865745005
84,06,053,Monterey,013800,06053013800,1280672,0,0.494469721395,+36.6128974,-121.8292766,110,Carmel/Del Rey Oaks/Monterey/Pacific Grove/Sand City/Seaside,Urban,6419,1991570.06640625,5886.17457911402
85,06,053,Monterey,010604,06053010604,1200115,0,0.463367644089,+36.6969398,-121.6040630,109.2,Salinas/Spreckels,Urban,5993,1870344.55078125,5992.91604758587
86,06,053,Monterey,010605,06053010605,1081872,0,0.417713193588,+36.6886971,-121.5991693,109.2,Salinas/Spreckels,Urban,4769,1685705.44921875,5532.23008568871
87,06,053,Monterey,010900,06053010900,3736271,15260,1.44846597303,+36.4743205,-121.3770688,107,Chualar/Gonzalez/Greenfield/Soledad,Rural,25,5812941.05859375,11547.8236963486
88,06,053,Monterey,013900,06053013900,1034645,0,0.399478561622,+36.6190341,-121.8296873,110,Carmel/Del Rey Oaks/Monterey/Pacific Grove/Sand City/Seaside,Urban,2308,1609229.3125,6507.35374012544
89,06,053,Monterey,014000,06053014000,2638923,362509,1.15885772604,+36.6151532,-121.8487991,110,Carmel/Del Rey Oaks/Monterey/Pacific Grove/Sand City/Seaside,Urban,2517,4667808.6796875,10565.3998933472
90,06,039,Madera,000104,06039000104,47637579,0,18.3929687664,+37.3198198,-119.6160776,79.1,Oakhurst/Yosemite Lakes,Rural,4085,75457906.5429688,37566.8655329176
91,06,039,Madera,000509,06039000509,82172059,0,31.7268074797,+36.9648983,-119.8457067,80,Madera,Rural,5540,128955114.085938,45318.2537795545
92,06,111,Ventura,004000,06111004000,1256733,0,0.485226201114,+34.1674774,-119.1721779,241a,Oxnard East/Oxnard West/Oxnard South Central/Port Hueneme,Urban,6789,1840318.06640625,5356.25526481901
93,06,111,Ventura,004101,06111004101,1121239,0,0.432912895952,+34.1676376,-119.1819132,241b,Oxnard North Central,Urban,7012,1641915.49609375,5612.32931295757
94,06,053,Monterey,011302,06053011302,1890068,0,0.729758747278,+36.2128150,-121.1254693,105,King City/San Lucas,Rural,6040,2909379.59375,7723.33033766731
95,06,053,Monterey,012000,06053012000,1053382,0,0.406712477542,+36.6034617,-121.9272234,110,Carmel/Del Rey Oaks/Monterey/Pacific Grove/Sand City/Seaside,Urban,4103,1637713.54296875,6245.12182779074
96,06,053,Monterey,012100,06053012100,1144780,11596,0.446478394589,+36.6129762,-121.9252483,110,Carmel/Del Rey Oaks/Monterey/Pacific Grove/Sand City/Seaside,Urban,2160,1798259.16015625,7298.86851619013
97,06,111,Ventura,004503,06111004503,568070,0,0.219332307464,+34.1517640,-119.1735123,241a,Oxnard East/Oxnard West/Oxnard South Central/Port Hueneme,Urban,4974,831555.125,3980.27556507135
98,06,111,Ventura,004504,06111004504,864474,0,0.333775314289,+34.1583413,-119.1719515,241a,Oxnard East/Oxnard West/Oxnard South Central/Port Hueneme,Urban,6116,1265638.61328125,4550.17302022904
99,06,085,Santa Clara,504505,06085504505,1934583,0,0.746943773663,+37.4089171,-121.9019654,183o,Milpitas West/Santa Clara Northeast,Urban,9287,3071590.5546875,7986.51875842383
100,06,029,Kern,000400,06029000400,3020183,139255,1.21986566256,+35.4058896,-119.0337470,66a,Bakersfield Northeast/Oildale,Urban,4697,4766306.87890625,14323.8843949548
101,06,029,Kern,000504,06029000504,3329689,0,1.28559986538,+35.4177692,-119.0735909,66d,Bakersfield Northwest/Rosedale,Urban,5136,5024650.9375,11378.1465407375
102,06,029,Kern,000506,06029000506,3264753,0,1.26052845106,+35.3924387,-119.0832776,66d,Bakersfield Northwest/Rosedale,Urban,2863,4923593.69140625,8947.1880181827
103,06,029,Kern,000507,06029000507,17063101,441166,6.75843620981,+35.3867101,-119.0632205,66d,Bakersfield Northwest/Rosedale,Urban,3535,26395044.3867188,23265.068246187
104,06,085,Santa Clara,503903,06085503903,927239,0,0.358009412908,+37.3684579,-121.8355428,183b,Berryessa/East San Jose/Milpitas East,Urban,3379,1470635.5859375,4988.22850623525
105,06,013,Contra Costa,386000,06013386000,987482,0,0.381267966327,+37.9226826,-122.3152165,18g,El Cerrito/El Sobrante/Kensington/Richmond North/Richmond Southeast/Wildcat Canyon,Urban,3669,1589525.38671875,7326.77651534479
106,06,013,Contra Costa,354001,06013354001,13709373,0,5.29321964576,+37.8838858,-122.2166770,18i,Lafayette/Martinez South/Moraga/Orinda/Pleasant Hill/Rheem Valley/Rossmoor Leisure World/Walnut Creek Southwest,Urban,2263,22044638.5429688,25298.264855096
107,06,013,Contra Costa,318000,06013318000,11971988,1895228,5.35415975029,+38.0170765,-122.1602988,18a,Crockett/Hercules/Martinez West/Pinole/Port Costa/Richmond Northeast/Rodeo,Urban,3588,22378914.9375,29032.8908834993
108,06,013,Contra Costa,314200,06013314200,4886033,5034331,3.8302711279,+38.0470791,-121.9827259,18d,Antioch North and West/Nichols/Pittsburg Central and East/West Pittsburg,Urban,7464,16022813.375,18113.2727642469
109,06,013,Contra Costa,357000,06013357000,11165471,2437800,5.25224676564,+38.0407401,-122.1962349,18a,Crockett/Hercules/Martinez West/Pinole/Port Costa/Richmond Northeast/Rodeo,Urban,3320,21967798.3242188,28254.4953674986
110,06,071,San Bernardino,008403,06071008403,5249855,1963,2.02773791563,+34.0479661,-117.1538908,151j,Mentone/Redlands South/Yucaipa,Urban,6398,7668979.953125,12274.7836378209
111,06,013,Contra Costa,337100,06013337100,2787264,0,1.07616883766,+37.9572626,-122.0149100,18c,Avon/Clyde/Concord Central/Pittsburg Southwest,Urban,3209,4490790.86328125,10208.6538162743
112,06,013,Contra Costa,363000,06013363000,4400587,0,1.69907455066,+37.9788489,-122.3087165,18g,El Cerrito/El Sobrante/Kensington/Richmond North/Richmond Southeast/Wildcat Canyon,Urban,7445,7094277.13671875,11231.7515972837
113,06,013,Contra Costa,321101,06013321101,4319812,0,1.6678901029,+37.9885816,-122.1027369,18i,Lafayette/Martinez South/Moraga/Orinda/Pleasant Hill/Rheem Valley/Rossmoor Leisure World/Walnut Creek Southwest,Urban,6724,6965901.6875,13594.3094368992
114,06,013,Contra Costa,320001,06013320001,14764561,1570992,6.30717900954,+38.0218058,-122.0963072,18b,Concord West/Martinez East/Martinez Waterfront/Pacheco/Pleasant Hill East,Urban,2999,26367234.3710938,23572.4798290971
115,06,013,Contra Costa,307205,06013307205,3061616,0,1.18209558132,+37.9860335,-121.8450270,18d,Antioch North and West/Nichols/Pittsburg Central and East/West Pittsburg,Urban,8029,4937287.4765625,16027.751542189
116,06,013,Contra Costa,355302,06013355302,7517809,0,2.9026440078,+37.9212391,-121.9942166,18j,Clayton/Concord South/Walnut Creek Central and East,Urban,3455,12100794.6054688,16536.0261363922
117,06,053,Monterey,012200,06053012200,862071,0,0.332847134348,+36.6173279,-121.9208292,110,Carmel/Del Rey Oaks/Monterey/Pacific Grove/Sand City/Seaside,Urban,2439,1340757.4765625,6061.51948612576
118,06,013,Contra Costa,307101,06013307101,2142560,0,0.827248313294,+37.9866563,-121.8155459,18e,Brentwood Central and West/Oakley,Urban,4362,3454802.33984375,7781.61289483239
119,06,111,Ventura,005803,06111005803,3526866,0,1.36172891363,+34.1853864,-118.9672017,240b,Thousand Oaks Central and West,Urban,3801,5166804.2421875,14600.1609102565
120,06,111,Ventura,008307,06111008307,882482,0,0.340727517452,+34.2767395,-118.6870472,240a,Simi Valley East,Urban,3317,1295603.48828125,4624.8873298047
121,06,111,Ventura,007515,06111007515,9564623,0,3.69292123127,+34.2625505,-118.8208954,240c,Simi Valley West/Thousand Oaks East,Urban,3548,14037498.8164062,16183.3356797603
122,06,111,Ventura,001511,06111001511,596434,0,0.230285183115,+34.2638082,-119.2056347,241c,Ventura,Urban,2351,875383.8359375,4151.24020839676
123,06,111,Ventura,008308,06111008308,20094530,0,7.75854062778,+34.2941524,-118.6607025,240a,Simi Valley East,Urban,4691,29513679.265625,25410.4817428366
124,06,111,Ventura,003617,06111003617,898043,457283,0.523313682431,+34.1689604,-119.2285418,241a,Oxnard East/Oxnard West/Oxnard South Central/Port Hueneme,Urban,1944,1984812.84765625,6991.43184731277
125,06,111,Ventura,003101,06111003101,1215690,0,0.469380599806,+34.2123522,-119.1723571,241b,Oxnard North Central,Urban,4115,1782098.390625,6297.32480979701
126,06,111,Ventura,008502,06111008502,45683554,27106,17.6489867819,+34.3082318,-118.7692597,240a,Simi Valley East,Urban,3346,67182449.6328125,60022.6282266393
127,06,111,Ventura,003902,06111003902,1095958,0,0.423151958158,+34.1768361,-119.1686398,241b,Oxnard North Central,Urban,4063,1605242.18359375,6462.78998211098
128,06,111,Ventura,001509,06111001509,1311081,2752,0.507274000126,+34.2606189,-119.2167654,241c,Ventura,Urban,3926,1928133.4453125,6467.53917357419
129,06,111,Ventura,009600,06111009600,25379806,35505,9.81290765503,+34.3087281,-119.2278872,241c,Ventura,Urban,3489,37339638,30474.1597384733
130,06,073,San Diego,002902,06073002902,1570523,0,0.606382464292,+32.7604865,-117.0590339,161f,La Mesa/Rolando South,Urban,6823,2227036.796875,6533.53738673423
131,06,073,San Diego,002903,06073002903,1407467,0,0.543426390445,+32.7498572,-117.0553352,161f,La Mesa/Rolando South,Urban,4072,1995348.671875,5749.33502751659
132,06,013,Contra Costa,341000,06013341000,4036492,0,1.55849781634,+37.8863487,-122.0839533,18i,Lafayette/Martinez South/Moraga/Orinda/Pleasant Hill/Rheem Valley/Rossmoor Leisure World/Walnut Creek Southwest,Urban,5042,6491097.28515625,17004.8918982885
133,06,013,Contra Costa,385100,06013385100,2390590,0,0.923012373186,+37.9242312,-122.2957499,18g,El Cerrito/El Sobrante/Kensington/Richmond North/Richmond Southeast/Wildcat Canyon,Urban,3019,3848245.859375,10607.6876234954
134,06,071,San Bernardino,000115,06071000115,12358222,0,4.77153318721,+33.9539757,-117.6693475,151a,Chino Hills/Chino West Central/Los Serranos/Sleepy Hollow,Urban,8632,18006886.0429688,19099.2815202098
135,06,071,San Bernardino,002031,06071002031,2038787,0,0.787181015111,+34.1291288,-117.5519608,151e,Fontana North/Rancho Cucamonga Northwest/Rialto Northeast,Urban,6625,2982857.86328125,7016.26944799008
136,06,029,Kern,000800,06029000800,2331736,0,0.900286326351,+35.4041112,-118.9759714,66a,Bakersfield Northeast/Oildale,Urban,5431,3517505.8046875,7697.91482947729
137,06,029,Kern,000903,06029000903,1655594,0,0.639229035283,+35.4034053,-118.9550624,66a,Bakersfield Northeast/Oildale,Urban,3962,2497486.3046875,8974.35393936281
138,06,029,Kern,000904,06029000904,2279236,0,0.880016910711,+35.3894623,-118.9584296,66a,Bakersfield Northeast/Oildale,Urban,4251,3437073.41796875,7322.30750755814
139,06,071,San Bernardino,008100,06071008100,1856743,0,0.716891586349,+34.0555602,-117.1894607,151i,Colton Southeast/Grand Terrace/Loma Linda/Redlands North,Urban,3072,2711836.3828125,9057.68283369588
140,06,071,San Bernardino,011203,06071011203,5810686,420798,2.40599001106,+34.2507603,-116.8822975,146,Big Bear Lake/Fawnskin/Moorridge/Running Springs/Sugarloaf,Rural,1521,9142792.28125,19106.0673162592
141,06,013,Contra Costa,365002,06013365002,5813967,1371463,2.77430990473,+37.9594613,-122.3844207,18f,Richmond Central/San Pablo Central,Urban,5422,11578838.4257812,15943.6483847686
142,06,013,Contra Costa,307201,06013307201,1559547,0,0.602143241829,+38.0025255,-121.8485862,18d,Antioch North and West/Nichols/Pittsburg Central and East/West Pittsburg,Urban,4234,2515784.71484375,6916.2357140271
