AreaID,Sex,Cancer,Years,PopTot,AAIR,LCI,UCI,White_PopTot,White_AAIR,White_LCI,White_UCI,Black_PopTot,Black_AAIR,Black_LCI,Black_UCI,Hispanic_PopTot,Hispanic_AAIR,Hispanic_LCI,Hispanic_UCI,Asian_PopTot,Asian_AAIR,Asian_LCI,Asian_UCI,QNSES,PopAll,PerRural,PerUninsured,PerForeignBorn,PerWhite,PerBlack,PerAsian,PerHispanic,PerDocVisit,PerFOBT,PerMammo,PerMenPrev,PerCervical,PerWomenPrev,CES_Ozone,CES_PM2.5,CES_Diesel_PM,CES_Drinking_Water,CES_Lead,CES_Pesticides,CES_Tox._Release,CES_Traffic,CES_Cleanup_Sites,CES_Groundwater_Threats,CES_Haz._Waste,CES_Imp._Water_Bodies,CES_Solid_Waste,CES_Pollution_Burden,CES_Asthma,CES_Low_Birth_Weight,CES_Cardiovascular_Disease,CES_Education,CES_Linguistic_Isolation,CES_Poverty,CES_Unemployment,CES_Housing_Burden,PerSmoking,MSSA_Area_SqMi
108,Male,Lung,10yr,276819.0,41.6,34.0,49.9,142343.0,42.1,32.9,52.4,,,,,,,,,31703.0,54.4,32.1,82.6,4,57615,14.6,6.6,20.7,50.2,4.2,12.5,32.7,59.0,60.0,72.3,36.7,78.3,32.8,0.034549695913625805,5.425348991298023,0.0716302958862922,532.1115906450731,39.35773003318974,1429.5814951482848,1.7721814140075507,790.0505680516043,11.968244328276617,12.547265785157851,0.32445495079950804,12.15306819734864,4.35605012300123,38.855726561432284,48.021966994669945,4.218144022314809,9.491150232335656,14.996135513028742,8.339862897924686,30.69098933691123,5.9053701882551275,14.11981321940541,11.948504790986629,4.56778739382
109.1,Male,Lung,10yr,216519.0,46.5,36.8,57.3,66332.0,58.4,44.4,74.3,,,,,138111.0,31.1,17.7,48.1,,,,,3,42879,34.1,8.0,28.9,29.0,0.8,4.5,65.3,57.7,56.5,71.2,33.5,80.6,30.1,0.03698184309695101,5.373859664012539,0.04074048190019413,885.7330850747971,42.8581194472993,11925.13128057554,3.9879129317063606,1001.838534842252,12.795169578622817,8.232097750371132,0.38700296905332876,16.30939819572913,3.2067191960717145,44.33974534657988,40.155910471622704,4.04536690647482,8.362164896654106,28.699840127897684,13.625045106771726,29.098024437592784,6.541845380838187,11.551234441018613,14.191031175059953,15.680409367
109.2,Male,Lung,10yr,773108.0,35.6,30.5,41.0,100675.0,54.1,43.4,66.0,,,,,611768.0,21.9,16.2,28.5,43169.0,57.8,38.4,81.0,2,155089,0.5,13.4,37.3,12.3,1.8,5.8,79.8,55.2,51.6,70.7,28.5,77.4,25.2,0.0344341816740505,5.5071493924419626,0.1342888833483567,420.3181495048682,57.704334912385015,7728.324568317958,2.9557797139805526,716.6643894100068,3.5525041074522288,6.561239395741035,0.20380903064127398,10.937374938468128,0.8284459446500835,35.3989852515295,70.75119573208543,4.825445938257162,12.394442697045832,41.89165915498361,20.878057029867833,42.87046853723558,5.172328238174693,18.48702364741758,15.069049269924138,3.83431053008
11,Male,Lung,10yr,27614.0,60.3,38.7,86.7,23586.0,64.8,39.8,95.7,,,,,,,,,,,,,1,5119,100.0,8.8,4.3,83.8,1.6,2.1,9.9,66.6,58.2,70.7,34.5,80.3,28.8,0.055999999999999994,6.404290405,0.004,440.99,33.07,0.029999999999999995,0.0019367,53.31421791,18.0,10.3,0.8,6.0,10.0,38.96,43.84,6.57,17.96,14.1,1.9,50.4,24.2,14.1,,239.287495268
110,Male,Lung,10yr,471229.0,35.4,31.2,39.8,291440.0,35.9,31.2,41.0,,,,,,,,,38253.0,43.0,26.1,64.1,4,98961,7.7,5.6,19.2,61.2,3.8,9.2,25.3,62.7,64.2,72.9,40.5,83.3,34.4,0.03489805861629563,5.709102830733775,0.10224957435189051,422.17393395226316,48.29534349216115,0.7701251780226369,0.38604379271407147,625.2014848401492,7.375966676303983,13.988497328321927,0.23336551125959717,2.391264308736762,0.9396093674708471,26.16711897801621,37.49776146572863,4.5299000047001305,8.326110379388993,9.82563311809995,4.441734379702294,21.5389347553728,4.114516927968298,16.097952120939123,10.870897629522624,1.41072081512
111.1,Male,Lung,10yr,65327.0,26.4,16.6,38.3,41580.0,27.5,17.0,40.5,,,,,,,,,,,,,5,13380,48.5,4.5,18.9,65.1,2.1,6.8,25.5,65.1,64.4,74.2,42.5,84.2,31.9,0.03739954665659236,7.5572230568971674,0.06004911220249339,678.9431356252361,44.462160936909704,36.646924064979224,8.056871567611257,523.8969974037552,10.102852285606346,13.507480166225916,0.30166225916131467,3.477597279939554,5.73275406120136,37.67077672837174,21.386146581035135,4.705873819418209,8.217619947109936,11.834907442387609,5.032202493388742,19.770245561012462,4.398639969777106,11.628583301851151,9.367200604457876,2.44267241994
111.2,Male,Lung,10yr,33077.0,35.6,21.0,53.9,16174.0,38.9,22.5,59.6,,,,,,,,,,,,,4,6632,20.5,6.1,23.6,50.4,1.3,2.9,44.9,65.5,64.6,73.0,42.0,84.4,32.6,0.036,6.984065968224865,0.07699057450628366,770.7379443447038,50.97573608617594,12.273954219030522,0.0017269159142728906,324.0831112241921,0.8456014362657092,1.479802513464991,0.41887118491921,3.2684021543985637,1.0570017953321365,29.919344703770197,34.640390484739676,4.64,10.930264811490126,14.766741472172352,7.290978456014362,23.919254937163373,,11.925179533213644,10.838240574506283,2.59486340855
111.3,Male,Lung,10yr,,,,,,,,,,,,,,,,,,,,,3,1820,100.0,11.4,11.7,73.2,0.9,2.3,22.9,63.2,60.1,73.3,40.2,84.0,31.7,0.043,6.708099463,0.005,782.14,20.04,3.56,28.674867,63.35720256,4.0,5.0,0.0,5.0,7.0,30.47,45.51,0.0,13.58,10.4,4.5,22.2,6.4,13.9,16.2,293.055230771
112.1,Male,Lung,10yr,323820.0,46.7,39.6,54.4,165736.0,51.4,42.9,60.7,,,,,138723.0,30.9,17.6,47.9,,,,,4,63722,0.3,7.2,21.0,51.0,1.7,4.2,42.5,61.8,59.1,73.2,39.1,83.2,29.9,0.03857494036676339,9.813244924907396,0.17395592458104805,399.1696590650116,54.60165488303465,21.390574454184957,588.762772301252,810.9955208561585,5.23266382047737,25.109159209346846,0.1959602090581747,1.0845196675731932,1.2569182151050609,40.61012564760936,43.80811422233702,4.3874727183302085,11.772638751728223,18.188870994697584,6.624319879499554,25.92542578890594,5.283507489243312,15.613874458209093,12.315929421167501,1.1336164029
112.2,Male,Lung,10yr,162127.0,45.5,38.3,53.3,109964.0,48.8,40.5,57.9,,,,,,,,,,,,,5,32158,25.8,5.1,16.5,67.1,1.5,5.9,24.8,66.4,64.5,73.9,43.8,85.2,33.0,0.03944628444644523,9.19989008244905,0.06953062799446928,539.2037068716036,34.30293482105534,30.142533200424452,469.04843910696485,610.3547499201524,3.3379690665294706,8.124473455738126,0.24550660792951542,2.385092768256214,1.3683237403131934,35.94957297662305,39.51827582880479,3.139995388821185,10.86376989613814,9.649731502620664,5.489221747270994,16.110575902762147,2.256704324626988,13.282635618062645,10.61355670600341,59.6740615343
112.3,Male,Lung,10yr,99017.0,53.8,39.0,70.8,29303.0,70.4,45.9,100.1,,,,,,,,,34569.0,54.5,30.0,86.0,4,19965,3.8,3.5,34.1,28.5,7.3,36.5,27.3,62.1,58.4,72.6,39.7,79.5,30.8,0.038246900090265566,8.875008543271367,0.09544082854292366,374.23591999619936,30.530425198346716,10.647850729250797,963.3160923135922,1599.0556950807638,9.531735474369329,4.444201624780274,0.46170364387856905,0.23754097581832867,2.3122499881229515,35.52186612190603,63.21630813815382,4.720951114067176,13.859781462302246,15.708893534134639,6.477846928595183,19.332533612048078,4.909240343959333,13.563238158582354,10.82078958620362,0.999199569356
113,Male,Lung,10yr,382368.0,38.2,33.7,43.0,338282.0,40.2,35.4,45.3,,,,,,,,,,,,,3,79624,40.7,6.0,4.0,88.5,0.9,1.7,7.7,67.0,62.3,73.1,38.3,84.3,31.7,0.058683888726802226,6.223646919152727,0.030623482551723265,401.6896941636117,28.679421688886634,0.5703849910570447,0.5311515373578578,396.19465553198637,38.58434348559613,8.542469524184035,0.14449348623038574,3.5557571067953777,3.846972080220212,30.5686424466911,42.46464881458272,4.303455659431963,10.321188588535257,5.746149455177401,0.8097903162381237,28.802001699795767,5.447846713939594,16.9771466264128,11.566135668717678,75.6795476107
114,Male,Lung,10yr,104997.0,30.9,18.9,45.8,83963.0,35.3,21.1,53.1,,,,,18027.0,0.0,,,,,,,4,20024,46.4,8.4,7.5,78.8,0.9,1.8,17.9,61.9,61.0,74.8,39.7,86.1,35.4,0.04991960217529763,8.105520313980795,0.0561280681985204,366.0391333104698,20.619300377247566,1.8071892606927633,325.6840491450345,593.3647921508255,3.5886923717603256,10.557672333545637,0.45996766449463533,4.611141051393856,10.575082063593161,35.62663318798687,28.15234922345794,3.333332516780168,6.166564107589045,5.683393946175797,0.9078046151584929,20.752207143207094,1.3830641025641028,10.274567206968795,12.874241915631645,23.1070405798
115.1,Male,Lung,10yr,597853.0,41.1,36.6,45.7,425787.0,44.3,39.3,49.7,,,,,136335.0,20.9,11.4,33.3,,,,,5,120875,0.0,5.9,15.2,70.4,1.0,5.3,22.7,65.9,65.5,71.7,43.4,86.1,33.9,0.05025424528301886,9.711276551384511,0.21144501222921036,397.6495569531795,29.640210517120895,0.04301100628930817,128.68932779075993,1619.66003856002,3.4482171558350805,1.5453271313766597,0.304020178197065,8.866815164220824,4.652649371069183,41.84285027952482,20.399545422781276,3.4605047169811316,10.02600253319357,8.705796624125155,3.8783551712089457,18.685525856044723,4.0739928371767995,20.422189028651296,9.617592620872912,2.64420180138
115.2a,Male,Lung,10yr,572690.0,39.7,34.1,45.7,349769.0,42.6,36.0,49.6,,,,,,,,,71338.0,40.0,23.3,61.2,5,115864,0.0,5.0,22.2,58.7,1.8,13.8,25.4,64.0,64.3,72.1,42.9,85.4,34.4,0.05286721579328582,9.252517663571396,0.14309579395960723,317.06254973301674,27.186585055670662,6.522279380800782,493.76115239078956,1314.4715285026502,1.1036922869607695,2.0589953172637996,0.3471393619350818,7.416494011824751,0.763723954385433,36.514184479593034,22.04335826300807,4.276646706082505,11.346748361884547,6.93005541799316,4.649085240571009,13.750491855744775,4.0348742717633685,13.731981572253945,10.483421766301147,0.61572899483
115.2b,Male,Lung,10yr,676690.0,36.5,31.6,41.8,485847.0,38.7,33.1,44.7,,,,,,,,,72551.0,28.6,16.5,44.0,5,139058,2.2,2.8,15.5,69.8,2.0,12.3,15.6,64.2,64.7,72.6,44.6,87.2,36.3,0.05285114255209137,9.772884047549626,0.051663089826149436,327.4687920441039,12.290678413386964,2.6902794770381613,350.5540855060321,816.7148241388865,3.3833223655495197,1.857787014591629,0.20312182297996925,4.080955674485129,2.1199018271432504,30.865676029572725,15.178946085508425,4.219694341153404,9.677412587882165,3.514146440402948,2.138682255808585,8.913368161642751,3.598916203893339,12.396297365717393,9.057934174410933,2.6513926681
115.2c,Male,Lung,10yr,631939.0,39.4,34.3,44.7,437928.0,41.3,35.6,47.4,,,,,,,,,81651.0,24.2,14.3,36.7,5,131078,0.0,3.8,21.2,67.5,2.1,14.6,15.5,64.8,64.8,72.6,44.1,86.0,35.3,0.05183223317289326,9.349381394566041,0.09788620215448085,204.57022965849183,18.279384062953625,0.00243777217510887,297.6199559599327,1201.9367779090649,0.243754297501719,0.8666819466727786,0.3086892810757125,6.3400336160134465,0.2162732065092826,29.989891282756506,19.365004278401713,3.8904465581786236,8.563572618229047,4.4699297119718855,3.4153719671144978,14.988296279318513,4.143239865532925,15.846745358698145,9.265682634273055,1.62355503731
115.2d,Male,Lung,10yr,373866.0,35.2,31.0,39.6,231201.0,36.4,31.4,41.7,,,,,86228.0,27.0,15.0,42.6,48935.0,29.1,20.3,39.5,5,82900,0.2,5.1,26.9,61.0,1.7,15.6,21.4,70.5,67.7,71.0,42.9,84.5,32.5,0.051826440408517194,9.70753506098956,0.13697920079005685,355.35540442239136,27.70968879468157,1920.660595192215,770.1104180265561,1757.0350905589125,3.4247061373928127,14.073896208690625,0.32794350370941316,6.672632238173234,1.0795548704114077,42.401455342518545,23.71329270642644,4.259765360988357,9.14002842277676,7.245237980537624,7.401969120339147,20.991029964351092,4.3778037656414455,19.924329174294247,8.39080211029547,1.5152509417
116a,Male,Lung,10yr,406845.0,54.3,47.0,62.1,92161.0,74.3,60.8,89.2,,,,,173941.0,39.7,26.9,55.0,123496.0,40.9,30.6,52.7,3,82833,0.0,8.7,37.8,20.8,4.1,32.5,42.4,63.0,58.3,70.0,36.5,79.0,29.4,0.04572906409973791,11.938990361869353,0.32546782766306614,456.0134745389081,63.25754855855193,0.0047904572954172485,3461.138439869952,1881.4570346676242,10.978610355891934,11.965144389742083,0.43873711024567064,3.227545496852573,2.944236657114165,55.17059788865212,43.80893428368481,4.916256643887624,12.954045239669824,18.341700345359694,13.72891958752786,31.059682318073822,5.286215762273903,20.147219976976018,11.32029049403581,0.66515491354
116b,Male,Lung,10yr,596788.0,40.7,33.3,48.7,28996.0,108.4,72.9,150.7,,,,,527382.0,29.6,21.7,38.6,32671.0,46.5,29.3,67.6,1,114184,0.0,18.2,45.9,4.9,1.0,6.3,87.5,57.2,48.2,69.6,25.2,77.6,20.9,0.048231057647242614,11.905482216699735,0.2174138676248503,409.36,81.13526922876635,0.0,3917.066063694865,1269.7511382951614,18.34430167161381,3.5612933742991544,1.4204883785519624,0.0,1.6396804318769638,53.38747903973337,45.28662622159732,5.176674911906126,11.447946501414709,51.090723671648526,24.469152389383602,54.48814334565779,6.074871981808399,24.964156642191327,15.733009599194569,0.208773162829
