Census_Tract,ALAND,County,MSSA_ID,MSSA_Name,MSSA_Type,RN_Area_ID,RN_Area_Name
06085511400,1536655,Santa Clara,183a,Los Altos/Los Altos Hills/Palo Alto Central/Stanford,Urban,34,San Jose/San Francisco Area
06085511500,3636871,Santa Clara,183a,Los Altos/Los Altos Hills/Palo Alto Central/Stanford,Urban,34,San Jose/San Francisco Area
06085511608,2454550,Santa Clara,183a,Los Altos/Los Altos Hills/Palo Alto Central/Stanford,Urban,34,San Jose/San Francisco Area
06085511609,1537203,Santa Clara,183a,Los Altos/Los Altos Hills/Palo Alto Central/Stanford,Urban,34,San Jose/San Francisco Area
06085511701,9210406,Santa Clara,183a,Los Altos/Los Altos Hills/Palo Alto Central/Stanford,Urban,34,San Jose/San Francisco Area
06085511702,2616271,Santa Clara,183a,Los Altos/Los Altos Hills/Palo Alto Central/Stanford,Urban,34,San Jose/San Francisco Area
06085511704,15383854,Santa Clara,183a,Los Altos/Los Altos Hills/Palo Alto Central/Stanford,Urban,34,San Jose/San Francisco Area
06085511705,12368190,Santa Clara,183a,Los Altos/Los Altos Hills/Palo Alto Central/Stanford,Urban,34,San Jose/San Francisco Area
06085511707,112957140,Santa Clara,183a,Los Altos/Los Altos Hills/Palo Alto Central/Stanford,Urban,34,San Jose/San Francisco Area
06085513000,2759154,Santa Clara,183a,Los Altos/Los Altos Hills/Palo Alto Central/Stanford,Urban,34,San Jose/San Francisco Area
06085503707,755094,Santa Clara,183b,Berryessa/East San Jose/Milpitas East,Urban,34,San Jose/San Francisco Area
06085503708,1218664,Santa Clara,183b,Berryessa/East San Jose/Milpitas East,Urban,34,San Jose/San Francisco Area
06085503712,664171,Santa Clara,183b,Berryessa/East San Jose/Milpitas East,Urban,34,San Jose/San Francisco Area
06085503713,487663,Santa Clara,183b,Berryessa/East San Jose/Milpitas East,Urban,34,San Jose/San Francisco Area
06085503802,1674999,Santa Clara,183b,Berryessa/East San Jose/Milpitas East,Urban,34,San Jose/San Francisco Area
06085503803,1044490,Santa Clara,183b,Berryessa/East San Jose/Milpitas East,Urban,34,San Jose/San Francisco Area
06085503804,1511862,Santa Clara,183b,Berryessa/East San Jose/Milpitas East,Urban,34,San Jose/San Francisco Area
06085503902,1025949,Santa Clara,183b,Berryessa/East San Jose/Milpitas East,Urban,34,San Jose/San Francisco Area
06085503903,927239,Santa Clara,183b,Berryessa/East San Jose/Milpitas East,Urban,34,San Jose/San Francisco Area
06085504307,1697241,Santa Clara,183b,Berryessa/East San Jose/Milpitas East,Urban,34,San Jose/San Francisco Area
06085504308,18612102,Santa Clara,183b,Berryessa/East San Jose/Milpitas East,Urban,34,San Jose/San Francisco Area
06085504311,2176509,Santa Clara,183b,Berryessa/East San Jose/Milpitas East,Urban,34,San Jose/San Francisco Area
06085504314,1475199,Santa Clara,183b,Berryessa/East San Jose/Milpitas East,Urban,34,San Jose/San Francisco Area
06085504315,1586748,Santa Clara,183b,Berryessa/East San Jose/Milpitas East,Urban,34,San Jose/San Francisco Area
06085504316,1128524,Santa Clara,183b,Berryessa/East San Jose/Milpitas East,Urban,34,San Jose/San Francisco Area
06085504317,1191011,Santa Clara,183b,Berryessa/East San Jose/Milpitas East,Urban,34,San Jose/San Francisco Area
06085504319,2088406,Santa Clara,183b,Berryessa/East San Jose/Milpitas East,Urban,34,San Jose/San Francisco Area
06085504320,923882,Santa Clara,183b,Berryessa/East San Jose/Milpitas East,Urban,34,San Jose/San Francisco Area
06085504321,1449467,Santa Clara,183b,Berryessa/East San Jose/Milpitas East,Urban,34,San Jose/San Francisco Area
06085504411,1366098,Santa Clara,183b,Berryessa/East San Jose/Milpitas East,Urban,34,San Jose/San Francisco Area
06085504412,991741,Santa Clara,183b,Berryessa/East San Jose/Milpitas East,Urban,34,San Jose/San Francisco Area
06085504415,1206869,Santa Clara,183b,Berryessa/East San Jose/Milpitas East,Urban,34,San Jose/San Francisco Area
06085504417,8591680,Santa Clara,183b,Berryessa/East San Jose/Milpitas East,Urban,34,San Jose/San Francisco Area
06085504418,1028566,Santa Clara,183b,Berryessa/East San Jose/Milpitas East,Urban,34,San Jose/San Francisco Area
06085504420,16847397,Santa Clara,183b,Berryessa/East San Jose/Milpitas East,Urban,34,San Jose/San Francisco Area
06085504423,556890,Santa Clara,183b,Berryessa/East San Jose/Milpitas East,Urban,34,San Jose/San Francisco Area
06085508202,2608103,Santa Clara,183c,Sunnyvale South,Urban,34,San Jose/San Francisco Area
06085508203,1563573,Santa Clara,183c,Sunnyvale South,Urban,34,San Jose/San Francisco Area
06085508204,1019067,Santa Clara,183c,Sunnyvale South,Urban,34,San Jose/San Francisco Area
06085508301,1983556,Santa Clara,183c,Sunnyvale South,Urban,34,San Jose/San Francisco Area
06085508303,1234335,Santa Clara,183c,Sunnyvale South,Urban,34,San Jose/San Francisco Area
06085508304,1295656,Santa Clara,183c,Sunnyvale South,Urban,34,San Jose/San Francisco Area
06085508401,2506479,Santa Clara,183c,Sunnyvale South,Urban,34,San Jose/San Francisco Area
06085508403,1272925,Santa Clara,183c,Sunnyvale South,Urban,34,San Jose/San Francisco Area
06085508404,1864478,Santa Clara,183c,Sunnyvale South,Urban,34,San Jose/San Francisco Area
06085508503,1468406,Santa Clara,183c,Sunnyvale South,Urban,34,San Jose/San Francisco Area
06085508504,1280537,Santa Clara,183c,Sunnyvale South,Urban,34,San Jose/San Francisco Area
06085508505,1154020,Santa Clara,183c,Sunnyvale South,Urban,34,San Jose/San Francisco Area
06085508507,387122,Santa Clara,183c,Sunnyvale South,Urban,34,San Jose/San Francisco Area
06085508508,1053374,Santa Clara,183c,Sunnyvale South,Urban,34,San Jose/San Francisco Area
06085508601,1319970,Santa Clara,183c,Sunnyvale South,Urban,34,San Jose/San Francisco Area
06085508602,1340637,Santa Clara,183c,Sunnyvale South,Urban,34,San Jose/San Francisco Area
06085509106,984847,Santa Clara,183c,Sunnyvale South,Urban,34,San Jose/San Francisco Area
06085509107,438069,Santa Clara,183c,Sunnyvale South,Urban,34,San Jose/San Francisco Area
06085500800,1678374,Santa Clara,183d,Downtown San Jose,Urban,34,San Jose/San Francisco Area
06085500901,720813,Santa Clara,183d,Downtown San Jose,Urban,34,San Jose/San Francisco Area
06085500902,242522,Santa Clara,183d,Downtown San Jose,Urban,34,San Jose/San Francisco Area
06085501000,802660,Santa Clara,183d,Downtown San Jose,Urban,34,San Jose/San Francisco Area
06085501300,747097,Santa Clara,183d,Downtown San Jose,Urban,34,San Jose/San Francisco Area
06085501401,998599,Santa Clara,183d,Downtown San Jose,Urban,34,San Jose/San Francisco Area
06085501402,524641,Santa Clara,183d,Downtown San Jose,Urban,34,San Jose/San Francisco Area
06085501502,888545,Santa Clara,183d,Downtown San Jose,Urban,34,San Jose/San Francisco Area
06085501600,1218086,Santa Clara,183d,Downtown San Jose,Urban,34,San Jose/San Francisco Area
06085501700,1114858,Santa Clara,183d,Downtown San Jose,Urban,34,San Jose/San Francisco Area
06085501800,1548081,Santa Clara,183d,Downtown San Jose,Urban,34,San Jose/San Francisco Area
06085501900,1546139,Santa Clara,183d,Downtown San Jose,Urban,34,San Jose/San Francisco Area
06085503105,1759365,Santa Clara,183d,Downtown San Jose,Urban,34,San Jose/San Francisco Area
06085503110,769477,Santa Clara,183d,Downtown San Jose,Urban,34,San Jose/San Francisco Area
06085503112,1136976,Santa Clara,183d,Downtown San Jose,Urban,34,San Jose/San Francisco Area
06085503113,728343,Santa Clara,183d,Downtown San Jose,Urban,34,San Jose/San Francisco Area
06085503601,1372314,Santa Clara,183d,Downtown San Jose,Urban,34,San Jose/San Francisco Area
06085503709,884968,Santa Clara,183d,Downtown San Jose,Urban,34,San Jose/San Francisco Area
06085501501,619824,Santa Clara,183e,Alum Rock South/San Jose East,Urban,34,San Jose/San Francisco Area
06085502202,1126325,Santa Clara,183e,Alum Rock South/San Jose East,Urban,34,San Jose/San Francisco Area
06085502301,1227225,Santa Clara,183e,Alum Rock South/San Jose East,Urban,34,San Jose/San Francisco Area
06085502302,671871,Santa Clara,183e,Alum Rock South/San Jose East,Urban,34,San Jose/San Francisco Area
06085502400,2679680,Santa Clara,183e,Alum Rock South/San Jose East,Urban,34,San Jose/San Francisco Area
06085503111,905167,Santa Clara,183e,Alum Rock South/San Jose East,Urban,34,San Jose/San Francisco Area
06085503117,501091,Santa Clara,183e,Alum Rock South/San Jose East,Urban,34,San Jose/San Francisco Area
06085503118,565900,Santa Clara,183e,Alum Rock South/San Jose East,Urban,34,San Jose/San Francisco Area
06085503121,2146009,Santa Clara,183e,Alum Rock South/San Jose East,Urban,34,San Jose/San Francisco Area
06085503122,3645298,Santa Clara,183e,Alum Rock South/San Jose East,Urban,34,San Jose/San Francisco Area
06085503123,689066,Santa Clara,183e,Alum Rock South/San Jose East,Urban,34,San Jose/San Francisco Area
06085503401,749901,Santa Clara,183e,Alum Rock South/San Jose East,Urban,34,San Jose/San Francisco Area
06085503402,881071,Santa Clara,183e,Alum Rock South/San Jose East,Urban,34,San Jose/San Francisco Area
06085503504,1121554,Santa Clara,183e,Alum Rock South/San Jose East,Urban,34,San Jose/San Francisco Area
06085503506,999855,Santa Clara,183e,Alum Rock South/San Jose East,Urban,34,San Jose/San Francisco Area
06085503507,388539,Santa Clara,183e,Alum Rock South/San Jose East,Urban,34,San Jose/San Francisco Area
06085503508,1008146,Santa Clara,183e,Alum Rock South/San Jose East,Urban,34,San Jose/San Francisco Area
06085503510,1032932,Santa Clara,183e,Alum Rock South/San Jose East,Urban,34,San Jose/San Francisco Area
06085503511,829163,Santa Clara,183e,Alum Rock South/San Jose East,Urban,34,San Jose/San Francisco Area
06085503602,1220960,Santa Clara,183e,Alum Rock South/San Jose East,Urban,34,San Jose/San Francisco Area
06085503703,655030,Santa Clara,183e,Alum Rock South/San Jose East,Urban,34,San Jose/San Francisco Area
06085503710,601269,Santa Clara,183e,Alum Rock South/San Jose East,Urban,34,San Jose/San Francisco Area
06085503711,965822,Santa Clara,183e,Alum Rock South/San Jose East,Urban,34,San Jose/San Francisco Area
06085504001,1131835,Santa Clara,183e,Alum Rock South/San Jose East,Urban,34,San Jose/San Francisco Area
06085504002,1030196,Santa Clara,183e,Alum Rock South/San Jose East,Urban,34,San Jose/San Francisco Area
06085504101,992972,Santa Clara,183e,Alum Rock South/San Jose East,Urban,34,San Jose/San Francisco Area
06085504102,1344234,Santa Clara,183e,Alum Rock South/San Jose East,Urban,34,San Jose/San Francisco Area
06085507301,8503012,Santa Clara,183f,Cupertino/Rancho Rinconada/San Jose West/Saratoga,Urban,34,San Jose/San Francisco Area
06085507302,11870376,Santa Clara,183f,Cupertino/Rancho Rinconada/San Jose West/Saratoga,Urban,34,San Jose/San Francisco Area
06085507401,3226553,Santa Clara,183f,Cupertino/Rancho Rinconada/San Jose West/Saratoga,Urban,34,San Jose/San Francisco Area
06085507402,2343319,Santa Clara,183f,Cupertino/Rancho Rinconada/San Jose West/Saratoga,Urban,34,San Jose/San Francisco Area
06085507500,3707868,Santa Clara,183f,Cupertino/Rancho Rinconada/San Jose West/Saratoga,Urban,34,San Jose/San Francisco Area
06085507600,13873391,Santa Clara,183f,Cupertino/Rancho Rinconada/San Jose West/Saratoga,Urban,34,San Jose/San Francisco Area
06085507701,2638562,Santa Clara,183f,Cupertino/Rancho Rinconada/San Jose West/Saratoga,Urban,34,San Jose/San Francisco Area
06085507702,7751436,Santa Clara,183f,Cupertino/Rancho Rinconada/San Jose West/Saratoga,Urban,34,San Jose/San Francisco Area
06085507703,6516949,Santa Clara,183f,Cupertino/Rancho Rinconada/San Jose West/Saratoga,Urban,34,San Jose/San Francisco Area
06085507805,2118217,Santa Clara,183f,Cupertino/Rancho Rinconada/San Jose West/Saratoga,Urban,34,San Jose/San Francisco Area
06085507806,1884225,Santa Clara,183f,Cupertino/Rancho Rinconada/San Jose West/Saratoga,Urban,34,San Jose/San Francisco Area
06085507807,997040,Santa Clara,183f,Cupertino/Rancho Rinconada/San Jose West/Saratoga,Urban,34,San Jose/San Francisco Area
06085507808,1701487,Santa Clara,183f,Cupertino/Rancho Rinconada/San Jose West/Saratoga,Urban,34,San Jose/San Francisco Area
06085507903,1502938,Santa Clara,183f,Cupertino/Rancho Rinconada/San Jose West/Saratoga,Urban,34,San Jose/San Francisco Area
06085507904,1278354,Santa Clara,183f,Cupertino/Rancho Rinconada/San Jose West/Saratoga,Urban,34,San Jose/San Francisco Area
06085507905,1460207,Santa Clara,183f,Cupertino/Rancho Rinconada/San Jose West/Saratoga,Urban,34,San Jose/San Francisco Area
06085507906,1425847,Santa Clara,183f,Cupertino/Rancho Rinconada/San Jose West/Saratoga,Urban,34,San Jose/San Francisco Area
06085508001,2270973,Santa Clara,183f,Cupertino/Rancho Rinconada/San Jose West/Saratoga,Urban,34,San Jose/San Francisco Area
06085508003,798210,Santa Clara,183f,Cupertino/Rancho Rinconada/San Jose West/Saratoga,Urban,34,San Jose/San Francisco Area
06085508004,1430346,Santa Clara,183f,Cupertino/Rancho Rinconada/San Jose West/Saratoga,Urban,34,San Jose/San Francisco Area
06085508101,2646564,Santa Clara,183f,Cupertino/Rancho Rinconada/San Jose West/Saratoga,Urban,34,San Jose/San Francisco Area
06085508102,2720161,Santa Clara,183f,Cupertino/Rancho Rinconada/San Jose West/Saratoga,Urban,34,San Jose/San Francisco Area
06085502500,2496645,Santa Clara,183g,Cambrian Village East/San Jose South Central,Urban,34,San Jose/San Francisco Area
06085502601,1410423,Santa Clara,183g,Cambrian Village East/San Jose South Central,Urban,34,San Jose/San Francisco Area
06085502800,1755869,Santa Clara,183g,Cambrian Village East/San Jose South Central,Urban,34,San Jose/San Francisco Area
06085502901,1882495,Santa Clara,183g,Cambrian Village East/San Jose South Central,Urban,34,San Jose/San Francisco Area
06085502902,2628378,Santa Clara,183g,Cambrian Village East/San Jose South Central,Urban,34,San Jose/San Francisco Area
06085502903,1882833,Santa Clara,183g,Cambrian Village East/San Jose South Central,Urban,34,San Jose/San Francisco Area
06085502906,1544297,Santa Clara,183g,Cambrian Village East/San Jose South Central,Urban,34,San Jose/San Francisco Area
06085502907,1251551,Santa Clara,183g,Cambrian Village East/San Jose South Central,Urban,34,San Jose/San Francisco Area
06085502908,2079764,Santa Clara,183g,Cambrian Village East/San Jose South Central,Urban,34,San Jose/San Francisco Area
06085502909,1292380,Santa Clara,183g,Cambrian Village East/San Jose South Central,Urban,34,San Jose/San Francisco Area
06085502910,1185208,Santa Clara,183g,Cambrian Village East/San Jose South Central,Urban,34,San Jose/San Francisco Area
06085503001,1718308,Santa Clara,183g,Cambrian Village East/San Jose South Central,Urban,34,San Jose/San Francisco Area
06085503002,1363479,Santa Clara,183g,Cambrian Village East/San Jose South Central,Urban,34,San Jose/San Francisco Area
06085503003,1938817,Santa Clara,183g,Cambrian Village East/San Jose South Central,Urban,34,San Jose/San Francisco Area
06085503116,1141518,Santa Clara,183g,Cambrian Village East/San Jose South Central,Urban,34,San Jose/San Francisco Area
06085506803,2290468,Santa Clara,183g,Cambrian Village East/San Jose South Central,Urban,34,San Jose/San Francisco Area
06085511915,1051515,Santa Clara,183g,Cambrian Village East/San Jose South Central,Urban,34,San Jose/San Francisco Area
06085511916,1762239,Santa Clara,183g,Cambrian Village East/San Jose South Central,Urban,34,San Jose/San Francisco Area
06085512005,2420997,Santa Clara,183g,Cambrian Village East/San Jose South Central,Urban,34,San Jose/San Francisco Area
06085512019,1078547,Santa Clara,183g,Cambrian Village East/San Jose South Central,Urban,34,San Jose/San Francisco Area
06085512024,1549415,Santa Clara,183g,Cambrian Village East/San Jose South Central,Urban,34,San Jose/San Francisco Area
06085512025,1252732,Santa Clara,183g,Cambrian Village East/San Jose South Central,Urban,34,San Jose/San Francisco Area
06085512026,2206486,Santa Clara,183g,Cambrian Village East/San Jose South Central,Urban,34,San Jose/San Francisco Area
06085512027,1674031,Santa Clara,183g,Cambrian Village East/San Jose South Central,Urban,34,San Jose/San Francisco Area
06085503108,2315171,Santa Clara,183h,San Jose Southeast,Urban,34,San Jose/San Francisco Area
06085503115,4471879,Santa Clara,183h,San Jose Southeast,Urban,34,San Jose/San Francisco Area
06085503204,1434115,Santa Clara,183h,San Jose Southeast,Urban,34,San Jose/San Francisco Area
06085503207,1301629,Santa Clara,183h,San Jose Southeast,Urban,34,San Jose/San Francisco Area
06085503208,1122295,Santa Clara,183h,San Jose Southeast,Urban,34,San Jose/San Francisco Area
06085503210,1584281,Santa Clara,183h,San Jose Southeast,Urban,34,San Jose/San Francisco Area
06085503211,1058981,Santa Clara,183h,San Jose Southeast,Urban,34,San Jose/San Francisco Area
06085503212,1671364,Santa Clara,183h,San Jose Southeast,Urban,34,San Jose/San Francisco Area
06085503213,1099444,Santa Clara,183h,San Jose Southeast,Urban,34,San Jose/San Francisco Area
06085503214,1804422,Santa Clara,183h,San Jose Southeast,Urban,34,San Jose/San Francisco Area
06085503217,601904,Santa Clara,183h,San Jose Southeast,Urban,34,San Jose/San Francisco Area
06085503218,590507,Santa Clara,183h,San Jose Southeast,Urban,34,San Jose/San Francisco Area
06085503304,1487575,Santa Clara,183h,San Jose Southeast,Urban,34,San Jose/San Francisco Area
06085503305,2325344,Santa Clara,183h,San Jose Southeast,Urban,34,San Jose/San Francisco Area
06085503306,1667714,Santa Clara,183h,San Jose Southeast,Urban,34,San Jose/San Francisco Area
06085503336,912167,Santa Clara,183h,San Jose Southeast,Urban,34,San Jose/San Francisco Area
06085503337,767707,Santa Clara,183h,San Jose Southeast,Urban,34,San Jose/San Francisco Area
06085512017,2300596,Santa Clara,183h,San Jose Southeast,Urban,34,San Jose/San Francisco Area
06085512020,1039468,Santa Clara,183h,San Jose Southeast,Urban,34,San Jose/San Francisco Area
06085512021,1597134,Santa Clara,183h,San Jose Southeast,Urban,34,San Jose/San Francisco Area
06085512022,1027095,Santa Clara,183h,San Jose Southeast,Urban,34,San Jose/San Francisco Area
06085512023,949056,Santa Clara,183h,San Jose Southeast,Urban,34,San Jose/San Francisco Area
06085512042,663331,Santa Clara,183h,San Jose Southeast,Urban,34,San Jose/San Francisco Area
06085512043,891039,Santa Clara,183h,San Jose Southeast,Urban,34,San Jose/San Francisco Area
06085511905,1261960,Santa Clara,183i,New Almaden/San Jose Southwest,Urban,34,San Jose/San Francisco Area
06085511907,1737696,Santa Clara,183i,New Almaden/San Jose Southwest,Urban,34,San Jose/San Francisco Area
06085511909,23734883,Santa Clara,183i,New Almaden/San Jose Southwest,Urban,34,San Jose/San Francisco Area
06085511910,2268922,Santa Clara,183i,New Almaden/San Jose Southwest,Urban,34,San Jose/San Francisco Area
06085511911,36540544,Santa Clara,183i,New Almaden/San Jose Southwest,Urban,34,San Jose/San Francisco Area
06085511912,2450284,Santa Clara,183i,New Almaden/San Jose Southwest,Urban,34,San Jose/San Francisco Area
06085511913,1923812,Santa Clara,183i,New Almaden/San Jose Southwest,Urban,34,San Jose/San Francisco Area
06085511914,2776705,Santa Clara,183i,New Almaden/San Jose Southwest,Urban,34,San Jose/San Francisco Area
06085512029,1903945,Santa Clara,183i,New Almaden/San Jose Southwest,Urban,34,San Jose/San Francisco Area
06085512030,1191726,Santa Clara,183i,New Almaden/San Jose Southwest,Urban,34,San Jose/San Francisco Area
06085512031,1424934,Santa Clara,183i,New Almaden/San Jose Southwest,Urban,34,San Jose/San Francisco Area
06085512032,2909880,Santa Clara,183i,New Almaden/San Jose Southwest,Urban,34,San Jose/San Francisco Area
06085512033,3952583,Santa Clara,183i,New Almaden/San Jose Southwest,Urban,34,San Jose/San Francisco Area
06085512034,1043171,Santa Clara,183i,New Almaden/San Jose Southwest,Urban,34,San Jose/San Francisco Area
06085512035,2308189,Santa Clara,183i,New Almaden/San Jose Southwest,Urban,34,San Jose/San Francisco Area
06085512036,830158,Santa Clara,183i,New Almaden/San Jose Southwest,Urban,34,San Jose/San Francisco Area
06085512037,1008154,Santa Clara,183i,New Almaden/San Jose Southwest,Urban,34,San Jose/San Francisco Area
06085512038,1379834,Santa Clara,183i,New Almaden/San Jose Southwest,Urban,34,San Jose/San Francisco Area
06085512039,1391986,Santa Clara,183i,New Almaden/San Jose Southwest,Urban,34,San Jose/San Francisco Area
06085512045,2048543,Santa Clara,183i,New Almaden/San Jose Southwest,Urban,34,San Jose/San Francisco Area
06085512047,1653626,Santa Clara,183i,New Almaden/San Jose Southwest,Urban,34,San Jose/San Francisco Area
06085512052,1471610,Santa Clara,183i,New Almaden/San Jose Southwest,Urban,34,San Jose/San Francisco Area
06085512053,1092624,Santa Clara,183i,New Almaden/San Jose Southwest,Urban,34,San Jose/San Francisco Area
06085512100,57250274,Santa Clara,183i,New Almaden/San Jose Southwest,Urban,34,San Jose/San Francisco Area
06085500100,1922127,Santa Clara,183j,San Jose Northwest,Urban,34,San Jose/San Francisco Area
06085500200,1680334,Santa Clara,183j,San Jose Northwest,Urban,34,San Jose/San Francisco Area
06085500300,2922355,Santa Clara,183j,San Jose Northwest,Urban,34,San Jose/San Francisco Area
06085500400,1005370,Santa Clara,183j,San Jose Northwest,Urban,34,San Jose/San Francisco Area
06085500500,2134649,Santa Clara,183j,San Jose Northwest,Urban,34,San Jose/San Francisco Area
06085500600,1345945,Santa Clara,183j,San Jose Northwest,Urban,34,San Jose/San Francisco Area
06085501101,656885,Santa Clara,183j,San Jose Northwest,Urban,34,San Jose/San Francisco Area
06085501102,1225148,Santa Clara,183j,San Jose Northwest,Urban,34,San Jose/San Francisco Area
06085501200,831245,Santa Clara,183j,San Jose Northwest,Urban,34,San Jose/San Francisco Area
06085502001,1329441,Santa Clara,183j,San Jose Northwest,Urban,34,San Jose/San Francisco Area
06085502002,900024,Santa Clara,183j,San Jose Northwest,Urban,34,San Jose/San Francisco Area
06085502101,1923538,Santa Clara,183j,San Jose Northwest,Urban,34,San Jose/San Francisco Area
06085502102,1800320,Santa Clara,183j,San Jose Northwest,Urban,34,San Jose/San Francisco Area
06085502201,969620,Santa Clara,183j,San Jose Northwest,Urban,34,San Jose/San Francisco Area
06085506302,2014344,Santa Clara,183j,San Jose Northwest,Urban,34,San Jose/San Francisco Area
06085506402,1458897,Santa Clara,183j,San Jose Northwest,Urban,34,San Jose/San Francisco Area
06085506501,882227,Santa Clara,183j,San Jose Northwest,Urban,34,San Jose/San Francisco Area
06085503312,15058594,Santa Clara,183k,Evergreen/San Jose East Central,Urban,34,San Jose/San Francisco Area
06085503313,1617070,Santa Clara,183k,Evergreen/San Jose East Central,Urban,34,San Jose/San Francisco Area
06085503315,1643933,Santa Clara,183k,Evergreen/San Jose East Central,Urban,34,San Jose/San Francisco Area
06085503321,1753663,Santa Clara,183k,Evergreen/San Jose East Central,Urban,34,San Jose/San Francisco Area
06085503322,1443946,Santa Clara,183k,Evergreen/San Jose East Central,Urban,34,San Jose/San Francisco Area
06085503323,1131863,Santa Clara,183k,Evergreen/San Jose East Central,Urban,34,San Jose/San Francisco Area
06085503324,828278,Santa Clara,183k,Evergreen/San Jose East Central,Urban,34,San Jose/San Francisco Area
06085503325,1121419,Santa Clara,183k,Evergreen/San Jose East Central,Urban,34,San Jose/San Francisco Area
06085503326,4247753,Santa Clara,183k,Evergreen/San Jose East Central,Urban,34,San Jose/San Francisco Area
06085503327,1454560,Santa Clara,183k,Evergreen/San Jose East Central,Urban,34,San Jose/San Francisco Area
06085503329,1173337,Santa Clara,183k,Evergreen/San Jose East Central,Urban,34,San Jose/San Francisco Area
06085503330,17769055,Santa Clara,183k,Evergreen/San Jose East Central,Urban,34,San Jose/San Francisco Area
06085503331,1365613,Santa Clara,183k,Evergreen/San Jose East Central,Urban,34,San Jose/San Francisco Area
06085503332,7883264,Santa Clara,183k,Evergreen/San Jose East Central,Urban,34,San Jose/San Francisco Area
06085503333,2062470,Santa Clara,183k,Evergreen/San Jose East Central,Urban,34,San Jose/San Francisco Area
06085503334,13197386,Santa Clara,183k,Evergreen/San Jose East Central,Urban,34,San Jose/San Francisco Area
06085503509,1078698,Santa Clara,183k,Evergreen/San Jose East Central,Urban,34,San Jose/San Francisco Area
06085504201,2991761,Santa Clara,183k,Evergreen/San Jose East Central,Urban,34,San Jose/San Francisco Area
06085504202,15528983,Santa Clara,183k,Evergreen/San Jose East Central,Urban,34,San Jose/San Francisco Area
06085512001,19874505,Santa Clara,183k,Evergreen/San Jose East Central,Urban,34,San Jose/San Francisco Area
06085504601,19234588,Santa Clara,183l,Alviso/Palo Alto Bayshore/Santa Clara Northwest/Sunnyvale North,Urban,34,San Jose/San Francisco Area
06085504602,58282938,Santa Clara,183l,Alviso/Palo Alto Bayshore/Santa Clara Northwest/Sunnyvale North,Urban,34,San Jose/San Francisco Area
06085504700,6406665,Santa Clara,183l,Alviso/Palo Alto Bayshore/Santa Clara Northwest/Sunnyvale North,Urban,34,San Jose/San Francisco Area
06085505100,6965098,Santa Clara,183l,Alviso/Palo Alto Bayshore/Santa Clara Northwest/Sunnyvale North,Urban,34,San Jose/San Francisco Area
06085505202,9187231,Santa Clara,183l,Alviso/Palo Alto Bayshore/Santa Clara Northwest/Sunnyvale North,Urban,34,San Jose/San Francisco Area
06085505203,1493751,Santa Clara,183l,Alviso/Palo Alto Bayshore/Santa Clara Northwest/Sunnyvale North,Urban,34,San Jose/San Francisco Area
06085505600,956554,Santa Clara,183l,Alviso/Palo Alto Bayshore/Santa Clara Northwest/Sunnyvale North,Urban,34,San Jose/San Francisco Area
06085505700,1612244,Santa Clara,183l,Alviso/Palo Alto Bayshore/Santa Clara Northwest/Sunnyvale North,Urban,34,San Jose/San Francisco Area
06085508703,1449871,Santa Clara,183l,Alviso/Palo Alto Bayshore/Santa Clara Northwest/Sunnyvale North,Urban,34,San Jose/San Francisco Area
06085508704,5999106,Santa Clara,183l,Alviso/Palo Alto Bayshore/Santa Clara Northwest/Sunnyvale North,Urban,34,San Jose/San Francisco Area
06085508800,695179,Santa Clara,183l,Alviso/Palo Alto Bayshore/Santa Clara Northwest/Sunnyvale North,Urban,34,San Jose/San Francisco Area
06085508900,915350,Santa Clara,183l,Alviso/Palo Alto Bayshore/Santa Clara Northwest/Sunnyvale North,Urban,34,San Jose/San Francisco Area
06085509000,1536607,Santa Clara,183l,Alviso/Palo Alto Bayshore/Santa Clara Northwest/Sunnyvale North,Urban,34,San Jose/San Francisco Area
06085509102,3114195,Santa Clara,183l,Alviso/Palo Alto Bayshore/Santa Clara Northwest/Sunnyvale North,Urban,34,San Jose/San Francisco Area
06085509105,1590949,Santa Clara,183l,Alviso/Palo Alto Bayshore/Santa Clara Northwest/Sunnyvale North,Urban,34,San Jose/San Francisco Area
06085509108,2307684,Santa Clara,183l,Alviso/Palo Alto Bayshore/Santa Clara Northwest/Sunnyvale North,Urban,34,San Jose/San Francisco Area
06085509109,2096591,Santa Clara,183l,Alviso/Palo Alto Bayshore/Santa Clara Northwest/Sunnyvale North,Urban,34,San Jose/San Francisco Area
06085509201,1578928,Santa Clara,183l,Alviso/Palo Alto Bayshore/Santa Clara Northwest/Sunnyvale North,Urban,34,San Jose/San Francisco Area
06085509202,1564101,Santa Clara,183l,Alviso/Palo Alto Bayshore/Santa Clara Northwest/Sunnyvale North,Urban,34,San Jose/San Francisco Area
06085509302,1053384,Santa Clara,183l,Alviso/Palo Alto Bayshore/Santa Clara Northwest/Sunnyvale North,Urban,34,San Jose/San Francisco Area
06085509303,573576,Santa Clara,183l,Alviso/Palo Alto Bayshore/Santa Clara Northwest/Sunnyvale North,Urban,34,San Jose/San Francisco Area
06085509304,1560257,Santa Clara,183l,Alviso/Palo Alto Bayshore/Santa Clara Northwest/Sunnyvale North,Urban,34,San Jose/San Francisco Area
06085509403,526418,Santa Clara,183l,Alviso/Palo Alto Bayshore/Santa Clara Northwest/Sunnyvale North,Urban,34,San Jose/San Francisco Area
