Census_Tract,ALAND,County,MSSA_ID,MSSA_Name,MSSA_Type,RN_Area_ID,RN_Area_Name
06037650300,1872026,Los Angeles,78.2iiii,Gardena Southeast/Harbor Gateway Central/Lawndale South/Moneta/Redondo Beach North/Torrance North,Urban,65,Long Beach/Torrance Area
06037235100,1181472,Los Angeles,78.2j,Baldwin Hills/Culver City South/Fox Hills/Ladera Heights/Marina del Rey/View Park/Windsor Hills,Urban,63,Los Angeles/East Los Angeles Area
06037236000,3953001,Los Angeles,78.2j,Baldwin Hills/Culver City South/Fox Hills/Ladera Heights/Marina del Rey/View Park/Windsor Hills,Urban,63,Los Angeles/East Los Angeles Area
06037236400,1340500,Los Angeles,78.2j,Baldwin Hills/Culver City South/Fox Hills/Ladera Heights/Marina del Rey/View Park/Windsor Hills,Urban,63,Los Angeles/East Los Angeles Area
06037273902,904448,Los Angeles,78.2j,Baldwin Hills/Culver City South/Fox Hills/Ladera Heights/Marina del Rey/View Park/Windsor Hills,Urban,63,Los Angeles/East Los Angeles Area
06037274100,628045,Los Angeles,78.2j,Baldwin Hills/Culver City South/Fox Hills/Ladera Heights/Marina del Rey/View Park/Windsor Hills,Urban,63,Los Angeles/East Los Angeles Area
06037274202,940987,Los Angeles,78.2j,Baldwin Hills/Culver City South/Fox Hills/Ladera Heights/Marina del Rey/View Park/Windsor Hills,Urban,63,Los Angeles/East Los Angeles Area
06037275302,1753485,Los Angeles,78.2j,Baldwin Hills/Culver City South/Fox Hills/Ladera Heights/Marina del Rey/View Park/Windsor Hills,Urban,63,Los Angeles/East Los Angeles Area
06037275311,1255303,Los Angeles,78.2j,Baldwin Hills/Culver City South/Fox Hills/Ladera Heights/Marina del Rey/View Park/Windsor Hills,Urban,63,Los Angeles/East Los Angeles Area
06037275400,750989,Los Angeles,78.2j,Baldwin Hills/Culver City South/Fox Hills/Ladera Heights/Marina del Rey/View Park/Windsor Hills,Urban,63,Los Angeles/East Los Angeles Area
06037275602,2516528,Los Angeles,78.2j,Baldwin Hills/Culver City South/Fox Hills/Ladera Heights/Marina del Rey/View Park/Windsor Hills,Urban,63,Los Angeles/East Los Angeles Area
06037275603,999956,Los Angeles,78.2j,Baldwin Hills/Culver City South/Fox Hills/Ladera Heights/Marina del Rey/View Park/Windsor Hills,Urban,63,Los Angeles/East Los Angeles Area
06037276000,2338438,Los Angeles,78.2j,Baldwin Hills/Culver City South/Fox Hills/Ladera Heights/Marina del Rey/View Park/Windsor Hills,Urban,63,Los Angeles/East Los Angeles Area
06037276100,984959,Los Angeles,78.2j,Baldwin Hills/Culver City South/Fox Hills/Ladera Heights/Marina del Rey/View Park/Windsor Hills,Urban,63,Los Angeles/East Los Angeles Area
06037276400,1275965,Los Angeles,78.2j,Baldwin Hills/Culver City South/Fox Hills/Ladera Heights/Marina del Rey/View Park/Windsor Hills,Urban,63,Los Angeles/East Los Angeles Area
06037276500,1191958,Los Angeles,78.2j,Baldwin Hills/Culver City South/Fox Hills/Ladera Heights/Marina del Rey/View Park/Windsor Hills,Urban,63,Los Angeles/East Los Angeles Area
06037276601,2232380,Los Angeles,78.2j,Baldwin Hills/Culver City South/Fox Hills/Ladera Heights/Marina del Rey/View Park/Windsor Hills,Urban,63,Los Angeles/East Los Angeles Area
06037277000,2298914,Los Angeles,78.2j,Baldwin Hills/Culver City South/Fox Hills/Ladera Heights/Marina del Rey/View Park/Windsor Hills,Urban,63,Los Angeles/East Los Angeles Area
06037277100,1234119,Los Angeles,78.2j,Baldwin Hills/Culver City South/Fox Hills/Ladera Heights/Marina del Rey/View Park/Windsor Hills,Urban,63,Los Angeles/East Los Angeles Area
06037278102,1678998,Los Angeles,78.2j,Baldwin Hills/Culver City South/Fox Hills/Ladera Heights/Marina del Rey/View Park/Windsor Hills,Urban,63,Los Angeles/East Los Angeles Area
06037601301,614464,Los Angeles,78.2j,Baldwin Hills/Culver City South/Fox Hills/Ladera Heights/Marina del Rey/View Park/Windsor Hills,Urban,63,Los Angeles/East Los Angeles Area
06037702600,2163334,Los Angeles,78.2j,Baldwin Hills/Culver City South/Fox Hills/Ladera Heights/Marina del Rey/View Park/Windsor Hills,Urban,63,Los Angeles/East Los Angeles Area
06037702901,2221339,Los Angeles,78.2j,Baldwin Hills/Culver City South/Fox Hills/Ladera Heights/Marina del Rey/View Park/Windsor Hills,Urban,63,Los Angeles/East Los Angeles Area
06037703001,4740884,Los Angeles,78.2j,Baldwin Hills/Culver City South/Fox Hills/Ladera Heights/Marina del Rey/View Park/Windsor Hills,Urban,63,Los Angeles/East Los Angeles Area
06037703002,3249764,Los Angeles,78.2j,Baldwin Hills/Culver City South/Fox Hills/Ladera Heights/Marina del Rey/View Park/Windsor Hills,Urban,63,Los Angeles/East Los Angeles Area
06037703100,2662193,Los Angeles,78.2j,Baldwin Hills/Culver City South/Fox Hills/Ladera Heights/Marina del Rey/View Park/Windsor Hills,Urban,63,Los Angeles/East Los Angeles Area
06037703200,2106455,Los Angeles,78.2j,Baldwin Hills/Culver City South/Fox Hills/Ladera Heights/Marina del Rey/View Park/Windsor Hills,Urban,63,Los Angeles/East Los Angeles Area
06037124000,1333419,Los Angeles,78.2jj,Sherman Oaks/Studio City/Valley Village,Urban,59,Santa Clarita/Glendale Area
06037124400,961439,Los Angeles,78.2jj,Sherman Oaks/Studio City/Valley Village,Urban,59,Santa Clarita/Glendale Area
06037124500,807913,Los Angeles,78.2jj,Sherman Oaks/Studio City/Valley Village,Urban,59,Santa Clarita/Glendale Area
06037124600,1120028,Los Angeles,78.2jj,Sherman Oaks/Studio City/Valley Village,Urban,59,Santa Clarita/Glendale Area
06037124700,1347604,Los Angeles,78.2jj,Sherman Oaks/Studio City/Valley Village,Urban,59,Santa Clarita/Glendale Area
06037124902,338583,Los Angeles,78.2jj,Sherman Oaks/Studio City/Valley Village,Urban,59,Santa Clarita/Glendale Area
06037124903,311405,Los Angeles,78.2jj,Sherman Oaks/Studio City/Valley Village,Urban,59,Santa Clarita/Glendale Area
06037125100,1298672,Los Angeles,78.2jj,Sherman Oaks/Studio City/Valley Village,Urban,59,Santa Clarita/Glendale Area
06037125200,1303249,Los Angeles,78.2jj,Sherman Oaks/Studio City/Valley Village,Urban,59,Santa Clarita/Glendale Area
06037128702,1642311,Los Angeles,78.2jj,Sherman Oaks/Studio City/Valley Village,Urban,59,Santa Clarita/Glendale Area
06037128910,1298037,Los Angeles,78.2jj,Sherman Oaks/Studio City/Valley Village,Urban,59,Santa Clarita/Glendale Area
06037141101,736762,Los Angeles,78.2jj,Sherman Oaks/Studio City/Valley Village,Urban,59,Santa Clarita/Glendale Area
06037141102,766374,Los Angeles,78.2jj,Sherman Oaks/Studio City/Valley Village,Urban,59,Santa Clarita/Glendale Area
06037141201,693120,Los Angeles,78.2jj,Sherman Oaks/Studio City/Valley Village,Urban,59,Santa Clarita/Glendale Area
06037141202,700175,Los Angeles,78.2jj,Sherman Oaks/Studio City/Valley Village,Urban,59,Santa Clarita/Glendale Area
06037141302,1275301,Los Angeles,78.2jj,Sherman Oaks/Studio City/Valley Village,Urban,59,Santa Clarita/Glendale Area
06037141303,262757,Los Angeles,78.2jj,Sherman Oaks/Studio City/Valley Village,Urban,59,Santa Clarita/Glendale Area
06037141304,712236,Los Angeles,78.2jj,Sherman Oaks/Studio City/Valley Village,Urban,59,Santa Clarita/Glendale Area
06037141600,3848936,Los Angeles,78.2jj,Sherman Oaks/Studio City/Valley Village,Urban,59,Santa Clarita/Glendale Area
06037141700,3244103,Los Angeles,78.2jj,Sherman Oaks/Studio City/Valley Village,Urban,59,Santa Clarita/Glendale Area
06037143100,1723820,Los Angeles,78.2jj,Sherman Oaks/Studio City/Valley Village,Urban,59,Santa Clarita/Glendale Area
06037143200,957093,Los Angeles,78.2jj,Sherman Oaks/Studio City/Valley Village,Urban,59,Santa Clarita/Glendale Area
06037143300,1649223,Los Angeles,78.2jj,Sherman Oaks/Studio City/Valley Village,Urban,59,Santa Clarita/Glendale Area
06037143400,1738504,Los Angeles,78.2jj,Sherman Oaks/Studio City/Valley Village,Urban,59,Santa Clarita/Glendale Area
06037143500,1191719,Los Angeles,78.2jj,Sherman Oaks/Studio City/Valley Village,Urban,59,Santa Clarita/Glendale Area
06037143602,1145557,Los Angeles,78.2jj,Sherman Oaks/Studio City/Valley Village,Urban,59,Santa Clarita/Glendale Area
06037143603,491490,Los Angeles,78.2jj,Sherman Oaks/Studio City/Valley Village,Urban,59,Santa Clarita/Glendale Area
06037143604,534145,Los Angeles,78.2jj,Sherman Oaks/Studio City/Valley Village,Urban,59,Santa Clarita/Glendale Area
06037143700,3283100,Los Angeles,78.2jj,Sherman Oaks/Studio City/Valley Village,Urban,63,Los Angeles/East Los Angeles Area
06037143800,2606926,Los Angeles,78.2jj,Sherman Oaks/Studio City/Valley Village,Urban,59,Santa Clarita/Glendale Area
06037143901,5281922,Los Angeles,78.2jj,Sherman Oaks/Studio City/Valley Village,Urban,59,Santa Clarita/Glendale Area
06037143902,2522502,Los Angeles,78.2jj,Sherman Oaks/Studio City/Valley Village,Urban,59,Santa Clarita/Glendale Area
06037320000,1310258,Los Angeles,78.2jj,Sherman Oaks/Studio City/Valley Village,Urban,59,Santa Clarita/Glendale Area
06037573002,324505,Los Angeles,78.2jjj,Long Beach West Central,Urban,65,Long Beach/Torrance Area
06037573003,401152,Los Angeles,78.2jjj,Long Beach West Central,Urban,65,Long Beach/Torrance Area
06037573004,410913,Los Angeles,78.2jjj,Long Beach West Central,Urban,65,Long Beach/Torrance Area
06037573202,649038,Los Angeles,78.2jjj,Long Beach West Central,Urban,65,Long Beach/Torrance Area
06037573300,786714,Los Angeles,78.2jjj,Long Beach West Central,Urban,65,Long Beach/Torrance Area
06037573402,2961722,Los Angeles,78.2jjj,Long Beach West Central,Urban,65,Long Beach/Torrance Area
06037575101,421541,Los Angeles,78.2jjj,Long Beach West Central,Urban,65,Long Beach/Torrance Area
06037575102,405960,Los Angeles,78.2jjj,Long Beach West Central,Urban,65,Long Beach/Torrance Area
06037575201,566596,Los Angeles,78.2jjj,Long Beach West Central,Urban,65,Long Beach/Torrance Area
06037575202,404091,Los Angeles,78.2jjj,Long Beach West Central,Urban,65,Long Beach/Torrance Area
06037575300,648066,Los Angeles,78.2jjj,Long Beach West Central,Urban,65,Long Beach/Torrance Area
06037575401,821449,Los Angeles,78.2jjj,Long Beach West Central,Urban,65,Long Beach/Torrance Area
06037575402,323805,Los Angeles,78.2jjj,Long Beach West Central,Urban,65,Long Beach/Torrance Area
06037575801,384509,Los Angeles,78.2jjj,Long Beach West Central,Urban,65,Long Beach/Torrance Area
06037575802,320941,Los Angeles,78.2jjj,Long Beach West Central,Urban,65,Long Beach/Torrance Area
06037575803,199589,Los Angeles,78.2jjj,Long Beach West Central,Urban,65,Long Beach/Torrance Area
06037575901,417612,Los Angeles,78.2jjj,Long Beach West Central,Urban,65,Long Beach/Torrance Area
06037575902,350516,Los Angeles,78.2jjj,Long Beach West Central,Urban,65,Long Beach/Torrance Area
06037576401,324020,Los Angeles,78.2jjj,Long Beach West Central,Urban,65,Long Beach/Torrance Area
06037576402,324449,Los Angeles,78.2jjj,Long Beach West Central,Urban,65,Long Beach/Torrance Area
06037576403,324541,Los Angeles,78.2jjj,Long Beach West Central,Urban,65,Long Beach/Torrance Area
06037576501,291367,Los Angeles,78.2jjj,Long Beach West Central,Urban,65,Long Beach/Torrance Area
06037576502,307615,Los Angeles,78.2jjj,Long Beach West Central,Urban,65,Long Beach/Torrance Area
06037576503,311783,Los Angeles,78.2jjj,Long Beach West Central,Urban,65,Long Beach/Torrance Area
06037576901,444896,Los Angeles,78.2jjj,Long Beach West Central,Urban,65,Long Beach/Torrance Area
06037550000,780448,Los Angeles,78.2jjjj,Norwalk/Studebaker,Urban,64,Downey/Norwalk Area
06037550100,1648945,Los Angeles,78.2jjjj,Norwalk/Studebaker,Urban,64,Downey/Norwalk Area
06037550201,533403,Los Angeles,78.2jjjj,Norwalk/Studebaker,Urban,64,Downey/Norwalk Area
06037550202,1260097,Los Angeles,78.2jjjj,Norwalk/Studebaker,Urban,64,Downey/Norwalk Area
06037550300,2462850,Los Angeles,78.2jjjj,Norwalk/Studebaker,Urban,64,Downey/Norwalk Area
06037551900,1541019,Los Angeles,78.2jjjj,Norwalk/Studebaker,Urban,64,Downey/Norwalk Area
06037552001,802787,Los Angeles,78.2jjjj,Norwalk/Studebaker,Urban,64,Downey/Norwalk Area
06037552002,706344,Los Angeles,78.2jjjj,Norwalk/Studebaker,Urban,64,Downey/Norwalk Area
06037552100,1461863,Los Angeles,78.2jjjj,Norwalk/Studebaker,Urban,64,Downey/Norwalk Area
06037552200,1688955,Los Angeles,78.2jjjj,Norwalk/Studebaker,Urban,64,Downey/Norwalk Area
06037552301,1249186,Los Angeles,78.2jjjj,Norwalk/Studebaker,Urban,64,Downey/Norwalk Area
06037552302,961503,Los Angeles,78.2jjjj,Norwalk/Studebaker,Urban,64,Downey/Norwalk Area
06037552400,936856,Los Angeles,78.2jjjj,Norwalk/Studebaker,Urban,64,Downey/Norwalk Area
06037552601,711380,Los Angeles,78.2jjjj,Norwalk/Studebaker,Urban,64,Downey/Norwalk Area
06037552602,1374711,Los Angeles,78.2jjjj,Norwalk/Studebaker,Urban,64,Downey/Norwalk Area
06037552700,1375435,Los Angeles,78.2jjjj,Norwalk/Studebaker,Urban,64,Downey/Norwalk Area
06037552800,1293752,Los Angeles,78.2jjjj,Norwalk/Studebaker,Urban,64,Downey/Norwalk Area
06037552900,1309994,Los Angeles,78.2jjjj,Norwalk/Studebaker,Urban,64,Downey/Norwalk Area
06037553000,1264078,Los Angeles,78.2jjjj,Norwalk/Studebaker,Urban,64,Downey/Norwalk Area
06037554600,1056584,Los Angeles,78.2jjjj,Norwalk/Studebaker,Urban,64,Downey/Norwalk Area
06037554700,801440,Los Angeles,78.2jjjj,Norwalk/Studebaker,Urban,64,Downey/Norwalk Area
06037234501,751799,Los Angeles,78.2k,South Central Northwest,Urban,63,Los Angeles/East Los Angeles Area
06037234502,544856,Los Angeles,78.2k,South Central Northwest,Urban,63,Los Angeles/East Los Angeles Area
06037234600,1303261,Los Angeles,78.2k,South Central Northwest,Urban,63,Los Angeles/East Los Angeles Area
06037234700,742058,Los Angeles,78.2k,South Central Northwest,Urban,63,Los Angeles/East Los Angeles Area
06037234800,654191,Los Angeles,78.2k,South Central Northwest,Urban,63,Los Angeles/East Los Angeles Area
06037234901,325412,Los Angeles,78.2k,South Central Northwest,Urban,63,Los Angeles/East Los Angeles Area
06037234902,447718,Los Angeles,78.2k,South Central Northwest,Urban,63,Los Angeles/East Los Angeles Area
06037235201,652606,Los Angeles,78.2k,South Central Northwest,Urban,63,Los Angeles/East Los Angeles Area
06037235202,851553,Los Angeles,78.2k,South Central Northwest,Urban,63,Los Angeles/East Los Angeles Area
06037237202,1108042,Los Angeles,78.2k,South Central Northwest,Urban,63,Los Angeles/East Los Angeles Area
06037237900,979778,Los Angeles,78.2k,South Central Northwest,Urban,63,Los Angeles/East Los Angeles Area
06037238100,983749,Los Angeles,78.2k,South Central Northwest,Urban,63,Los Angeles/East Los Angeles Area
06037600801,971032,Los Angeles,78.2k,South Central Northwest,Urban,63,Los Angeles/East Los Angeles Area
06037600802,1940002,Los Angeles,78.2k,South Central Northwest,Urban,63,Los Angeles/East Los Angeles Area
06037600902,800432,Los Angeles,78.2k,South Central Northwest,Urban,63,Los Angeles/East Los Angeles Area
06037600911,683108,Los Angeles,78.2k,South Central Northwest,Urban,63,Los Angeles/East Los Angeles Area
06037600912,1084960,Los Angeles,78.2k,South Central Northwest,Urban,63,Los Angeles/East Los Angeles Area
06037601302,1219662,Los Angeles,78.2k,South Central Northwest,Urban,63,Los Angeles/East Los Angeles Area
06037601303,438449,Los Angeles,78.2k,South Central Northwest,Urban,63,Los Angeles/East Los Angeles Area
06037109601,2214612,Los Angeles,78.2kk,North Hills/Northridge North,Urban,59,Santa Clarita/Glendale Area
06037109603,998887,Los Angeles,78.2kk,North Hills/Northridge North,Urban,59,Santa Clarita/Glendale Area
06037109604,1174875,Los Angeles,78.2kk,North Hills/Northridge North,Urban,59,Santa Clarita/Glendale Area
06037109700,1586861,Los Angeles,78.2kk,North Hills/Northridge North,Urban,59,Santa Clarita/Glendale Area
06037109800,1399406,Los Angeles,78.2kk,North Hills/Northridge North,Urban,59,Santa Clarita/Glendale Area
06037115101,3882386,Los Angeles,78.2kk,North Hills/Northridge North,Urban,59,Santa Clarita/Glendale Area
06037115103,1518656,Los Angeles,78.2kk,North Hills/Northridge North,Urban,59,Santa Clarita/Glendale Area
06037115104,1020171,Los Angeles,78.2kk,North Hills/Northridge North,Urban,59,Santa Clarita/Glendale Area
06037115201,1366767,Los Angeles,78.2kk,North Hills/Northridge North,Urban,59,Santa Clarita/Glendale Area
06037115202,1737515,Los Angeles,78.2kk,North Hills/Northridge North,Urban,59,Santa Clarita/Glendale Area
06037115401,1905161,Los Angeles,78.2kk,North Hills/Northridge North,Urban,59,Santa Clarita/Glendale Area
06037115403,703743,Los Angeles,78.2kk,North Hills/Northridge North,Urban,59,Santa Clarita/Glendale Area
06037115404,946597,Los Angeles,78.2kk,North Hills/Northridge North,Urban,59,Santa Clarita/Glendale Area
06037117101,771813,Los Angeles,78.2kk,North Hills/Northridge North,Urban,59,Santa Clarita/Glendale Area
06037117102,1032683,Los Angeles,78.2kk,North Hills/Northridge North,Urban,59,Santa Clarita/Glendale Area
06037117201,791653,Los Angeles,78.2kk,North Hills/Northridge North,Urban,59,Santa Clarita/Glendale Area
06037117202,1813873,Los Angeles,78.2kk,North Hills/Northridge North,Urban,59,Santa Clarita/Glendale Area
06037117301,1331906,Los Angeles,78.2kk,North Hills/Northridge North,Urban,59,Santa Clarita/Glendale Area
06037117302,2051826,Los Angeles,78.2kk,North Hills/Northridge North,Urban,59,Santa Clarita/Glendale Area
06037117303,1800594,Los Angeles,78.2kk,North Hills/Northridge North,Urban,59,Santa Clarita/Glendale Area
06037117404,1765652,Los Angeles,78.2kk,North Hills/Northridge North,Urban,59,Santa Clarita/Glendale Area
06037117405,201834,Los Angeles,78.2kk,North Hills/Northridge North,Urban,59,Santa Clarita/Glendale Area
06037117407,198328,Los Angeles,78.2kk,North Hills/Northridge North,Urban,59,Santa Clarita/Glendale Area
06037117408,376512,Los Angeles,78.2kk,North Hills/Northridge North,Urban,59,Santa Clarita/Glendale Area
06037117530,544546,Los Angeles,78.2kk,North Hills/Northridge North,Urban,59,Santa Clarita/Glendale Area
06037119310,425105,Los Angeles,78.2kk,North Hills/Northridge North,Urban,59,Santa Clarita/Glendale Area
06037119320,486438,Los Angeles,78.2kk,North Hills/Northridge North,Urban,59,Santa Clarita/Glendale Area
06037573601,3724952,Los Angeles,78.2kkk,Belmont Shore/Long Beach East/Long Beach Shoreline/Los Altos/Naples,Urban,65,Long Beach/Torrance Area
06037573700,1823515,Los Angeles,78.2kkk,Belmont Shore/Long Beach East/Long Beach Shoreline/Los Altos/Naples,Urban,65,Long Beach/Torrance Area
06037573800,1534012,Los Angeles,78.2kkk,Belmont Shore/Long Beach East/Long Beach Shoreline/Los Altos/Naples,Urban,65,Long Beach/Torrance Area
06037573902,686217,Los Angeles,78.2kkk,Belmont Shore/Long Beach East/Long Beach Shoreline/Los Altos/Naples,Urban,65,Long Beach/Torrance Area
06037574000,1819895,Los Angeles,78.2kkk,Belmont Shore/Long Beach East/Long Beach Shoreline/Los Altos/Naples,Urban,65,Long Beach/Torrance Area
06037574100,1829547,Los Angeles,78.2kkk,Belmont Shore/Long Beach East/Long Beach Shoreline/Los Altos/Naples,Urban,65,Long Beach/Torrance Area
06037574201,1279087,Los Angeles,78.2kkk,Belmont Shore/Long Beach East/Long Beach Shoreline/Los Altos/Naples,Urban,65,Long Beach/Torrance Area
06037574300,2450925,Los Angeles,78.2kkk,Belmont Shore/Long Beach East/Long Beach Shoreline/Los Altos/Naples,Urban,65,Long Beach/Torrance Area
06037574400,3331253,Los Angeles,78.2kkk,Belmont Shore/Long Beach East/Long Beach Shoreline/Los Altos/Naples,Urban,65,Long Beach/Torrance Area
06037574500,2548821,Los Angeles,78.2kkk,Belmont Shore/Long Beach East/Long Beach Shoreline/Los Altos/Naples,Urban,65,Long Beach/Torrance Area
06037574601,1296738,Los Angeles,78.2kkk,Belmont Shore/Long Beach East/Long Beach Shoreline/Los Altos/Naples,Urban,65,Long Beach/Torrance Area
06037574602,568336,Los Angeles,78.2kkk,Belmont Shore/Long Beach East/Long Beach Shoreline/Los Altos/Naples,Urban,65,Long Beach/Torrance Area
06037574700,420822,Los Angeles,78.2kkk,Belmont Shore/Long Beach East/Long Beach Shoreline/Los Altos/Naples,Urban,65,Long Beach/Torrance Area
06037574800,1108069,Los Angeles,78.2kkk,Belmont Shore/Long Beach East/Long Beach Shoreline/Los Altos/Naples,Urban,65,Long Beach/Torrance Area
06037574901,1341384,Los Angeles,78.2kkk,Belmont Shore/Long Beach East/Long Beach Shoreline/Los Altos/Naples,Urban,65,Long Beach/Torrance Area
06037576001,1769547,Los Angeles,78.2kkk,Belmont Shore/Long Beach East/Long Beach Shoreline/Los Altos/Naples,Urban,65,Long Beach/Torrance Area
06037576200,696660,Los Angeles,78.2kkk,Belmont Shore/Long Beach East/Long Beach Shoreline/Los Altos/Naples,Urban,65,Long Beach/Torrance Area
06037576301,548535,Los Angeles,78.2kkk,Belmont Shore/Long Beach East/Long Beach Shoreline/Los Altos/Naples,Urban,65,Long Beach/Torrance Area
06037576302,323710,Los Angeles,78.2kkk,Belmont Shore/Long Beach East/Long Beach Shoreline/Los Altos/Naples,Urban,65,Long Beach/Torrance Area
06037576601,430256,Los Angeles,78.2kkk,Belmont Shore/Long Beach East/Long Beach Shoreline/Los Altos/Naples,Urban,65,Long Beach/Torrance Area
06037576602,531230,Los Angeles,78.2kkk,Belmont Shore/Long Beach East/Long Beach Shoreline/Los Altos/Naples,Urban,65,Long Beach/Torrance Area
06037576700,834449,Los Angeles,78.2kkk,Belmont Shore/Long Beach East/Long Beach Shoreline/Los Altos/Naples,Urban,65,Long Beach/Torrance Area
06037577100,1215410,Los Angeles,78.2kkk,Belmont Shore/Long Beach East/Long Beach Shoreline/Los Altos/Naples,Urban,65,Long Beach/Torrance Area
06037577200,977416,Los Angeles,78.2kkk,Belmont Shore/Long Beach East/Long Beach Shoreline/Los Altos/Naples,Urban,65,Long Beach/Torrance Area
06037577300,906156,Los Angeles,78.2kkk,Belmont Shore/Long Beach East/Long Beach Shoreline/Los Altos/Naples,Urban,65,Long Beach/Torrance Area
06037577400,645365,Los Angeles,78.2kkk,Belmont Shore/Long Beach East/Long Beach Shoreline/Los Altos/Naples,Urban,65,Long Beach/Torrance Area
06037577501,829179,Los Angeles,78.2kkk,Belmont Shore/Long Beach East/Long Beach Shoreline/Los Altos/Naples,Urban,65,Long Beach/Torrance Area
06037577504,411754,Los Angeles,78.2kkk,Belmont Shore/Long Beach East/Long Beach Shoreline/Los Altos/Naples,Urban,65,Long Beach/Torrance Area
06037577602,1325899,Los Angeles,78.2kkk,Belmont Shore/Long Beach East/Long Beach Shoreline/Los Altos/Naples,Urban,65,Long Beach/Torrance Area
06037577603,2682528,Los Angeles,78.2kkk,Belmont Shore/Long Beach East/Long Beach Shoreline/Los Altos/Naples,Urban,65,Long Beach/Torrance Area
06037577604,866538,Los Angeles,78.2kkk,Belmont Shore/Long Beach East/Long Beach Shoreline/Los Altos/Naples,Urban,65,Long Beach/Torrance Area
06037980006,2950200,Los Angeles,78.2kkk,Belmont Shore/Long Beach East/Long Beach Shoreline/Los Altos/Naples,Urban,65,Long Beach/Torrance Area
06037980007,2401375,Los Angeles,78.2kkk,Belmont Shore/Long Beach East/Long Beach Shoreline/Los Altos/Naples,Urban,65,Long Beach/Torrance Area
06037267300,430297,Los Angeles,78.2kkkk,Santa Monica Central/Sawtelle/West Los Angeles,Urban,63,Los Angeles/East Los Angeles Area
06037267402,424965,Los Angeles,78.2kkkk,Santa Monica Central/Sawtelle/West Los Angeles,Urban,63,Los Angeles/East Los Angeles Area
06037267403,245515,Los Angeles,78.2kkkk,Santa Monica Central/Sawtelle/West Los Angeles,Urban,63,Los Angeles/East Los Angeles Area
06037267404,284442,Los Angeles,78.2kkkk,Santa Monica Central/Sawtelle/West Los Angeles,Urban,63,Los Angeles/East Los Angeles Area
06037267501,453851,Los Angeles,78.2kkkk,Santa Monica Central/Sawtelle/West Los Angeles,Urban,63,Los Angeles/East Los Angeles Area
06037267502,434714,Los Angeles,78.2kkkk,Santa Monica Central/Sawtelle/West Los Angeles,Urban,63,Los Angeles/East Los Angeles Area
06037267600,1269482,Los Angeles,78.2kkkk,Santa Monica Central/Sawtelle/West Los Angeles,Urban,63,Los Angeles/East Los Angeles Area
06037267700,814660,Los Angeles,78.2kkkk,Santa Monica Central/Sawtelle/West Los Angeles,Urban,63,Los Angeles/East Los Angeles Area
06037271200,524468,Los Angeles,78.2kkkk,Santa Monica Central/Sawtelle/West Los Angeles,Urban,63,Los Angeles/East Los Angeles Area
06037271300,1462546,Los Angeles,78.2kkkk,Santa Monica Central/Sawtelle/West Los Angeles,Urban,63,Los Angeles/East Los Angeles Area
06037701302,456090,Los Angeles,78.2kkkk,Santa Monica Central/Sawtelle/West Los Angeles,Urban,63,Los Angeles/East Los Angeles Area
06037701402,829446,Los Angeles,78.2kkkk,Santa Monica Central/Sawtelle/West Los Angeles,Urban,63,Los Angeles/East Los Angeles Area
06037701501,617473,Los Angeles,78.2kkkk,Santa Monica Central/Sawtelle/West Los Angeles,Urban,63,Los Angeles/East Los Angeles Area
06037701502,610194,Los Angeles,78.2kkkk,Santa Monica Central/Sawtelle/West Los Angeles,Urban,63,Los Angeles/East Los Angeles Area
06037701601,1229471,Los Angeles,78.2kkkk,Santa Monica Central/Sawtelle/West Los Angeles,Urban,63,Los Angeles/East Los Angeles Area
06037701602,660538,Los Angeles,78.2kkkk,Santa Monica Central/Sawtelle/West Los Angeles,Urban,63,Los Angeles/East Los Angeles Area
06037701701,656547,Los Angeles,78.2kkkk,Santa Monica Central/Sawtelle/West Los Angeles,Urban,63,Los Angeles/East Los Angeles Area
06037701702,606991,Los Angeles,78.2kkkk,Santa Monica Central/Sawtelle/West Los Angeles,Urban,63,Los Angeles/East Los Angeles Area
06037701801,1899394,Los Angeles,78.2kkkk,Santa Monica Central/Sawtelle/West Los Angeles,Urban,63,Los Angeles/East Los Angeles Area
06037702300,2599717,Los Angeles,78.2kkkk,Santa Monica Central/Sawtelle/West Los Angeles,Urban,63,Los Angeles/East Los Angeles Area
06037221900,409740,Los Angeles,78.2l,Exposition Park/Leimert Park,Urban,63,Los Angeles/East Los Angeles Area
06037222600,651938,Los Angeles,78.2l,Exposition Park/Leimert Park,Urban,63,Los Angeles/East Los Angeles Area
06037222700,817401,Los Angeles,78.2l,Exposition Park/Leimert Park,Urban,63,Los Angeles/East Los Angeles Area
06037224600,718926,Los Angeles,78.2l,Exposition Park/Leimert Park,Urban,63,Los Angeles/East Los Angeles Area
06037226700,782727,Los Angeles,78.2l,Exposition Park/Leimert Park,Urban,63,Los Angeles/East Los Angeles Area
06037228410,277715,Los Angeles,78.2l,Exposition Park/Leimert Park,Urban,63,Los Angeles/East Los Angeles Area
06037228420,277392,Los Angeles,78.2l,Exposition Park/Leimert Park,Urban,63,Los Angeles/East Los Angeles Area
06037231100,894059,Los Angeles,78.2l,Exposition Park/Leimert Park,Urban,63,Los Angeles/East Los Angeles Area
06037231210,320681,Los Angeles,78.2l,Exposition Park/Leimert Park,Urban,63,Los Angeles/East Los Angeles Area
06037231220,965181,Los Angeles,78.2l,Exposition Park/Leimert Park,Urban,63,Los Angeles/East Los Angeles Area
